,gene_id,value_1,y,scores
44,XLOC_000058,0.143781,0,-6.970554
45,XLOC_000059,23.896,1,-6.970554
46,XLOC_000060,1.13738,0,-4.331323
47,XLOC_000061,3.33722,1,-1.1886593
48,XLOC_000062,6.2439,1,-6.970554
49,XLOC_000063,4.87216,1,-5.088654
50,XLOC_000064,29.2068,1,-1.7858492
51,XLOC_000065,71.1452,1,-4.1491084
52,XLOC_000066,2.69787,1,-6.840049
53,XLOC_000067,196.96,1,-4.367187
54,XLOC_000068,0.255394,0,-2.7481241
55,XLOC_000071,0.0156715,0,-6.970554
56,XLOC_000072,0.821226,0,-5.5304036
57,XLOC_000073,0.0,0,-6.970554
58,XLOC_000075,8.95032,1,-1.9611479
59,XLOC_000076,4.77137,1,-3.9387176
60,XLOC_000077,73.5095,1,-3.3102033
61,XLOC_000078,5.45664,1,-5.682028
62,XLOC_000079,7.76107,1,-6.970554
63,XLOC_000080,6.96306,1,-5.2995343
64,XLOC_000081,0.186204,0,-6.822328
65,XLOC_000082,13.003,1,-2.6543348
66,XLOC_000083,17.0285,1,-4.8498197
67,XLOC_000084,100.183,1,-3.9938312
68,XLOC_000085,10.6686,1,-6.970554
69,XLOC_000086,9.67349,1,-5.812435
70,XLOC_000087,63.2631,1,-2.5239635
71,XLOC_000088,0.0648115,0,-6.0536575
72,XLOC_000089,12.1394,1,-5.631692
73,XLOC_000090,0.0139357,0,-6.797054
74,XLOC_000091,8.64857,1,-6.4528027
75,XLOC_000092,5.60168,1,-6.5472445
76,XLOC_000093,0.179327,0,-6.970554
77,XLOC_000094,20.3065,1,-3.4295428
78,XLOC_000095,9.75584,1,-6.970554
79,XLOC_000096,43.4767,1,-4.1979966
80,XLOC_000097,27.6206,1,-4.0522504
81,XLOC_000098,10.9222,1,-3.2881308
82,XLOC_000099,0.0175443,0,-6.970554
83,XLOC_000100,0.0347552,0,-6.970554
84,XLOC_000101,2.71852,1,-4.3488035
85,XLOC_000102,0.0,0,-4.3488035
86,XLOC_000105,0.0,0,-6.970554
87,XLOC_000106,0.0,0,-6.970554
88,XLOC_000107,0.0,0,-6.970554
89,XLOC_000108,0.0,0,-6.970554
90,XLOC_000109,0.0,0,-6.970554
91,XLOC_000110,0.0,0,-6.970554
92,XLOC_000111,0.0,0,-6.970554
