item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
H3K9me3-H3K4me3-H3K9ac,0.4973,0.5155,0.6732,65.89,77.5976,78.38,0.66,0.7755,0.78,0.5291,0.5339,0.6445,75.99,76.8884,77.27,0.76,0.7688,0.77,75.85,0.76
H3K9me3-H3K9ac-H3K4me3,0.4934,0.5152,0.6742,50.01,77.4656,78.77,0.5,0.7749,0.79,0.5298,0.5359,0.6505,73.38,76.8154,77.35,0.73,0.7681,0.77,75.81,0.76
H3K4me3-H3K9ac-H3K27ac,0.4803,0.5061,0.6667,71.81,78.2225,79.28,0.72,0.7826,0.79,0.5215,0.5275,0.6341,76.09,77.2235,77.82,0.76,0.7712,0.78,76.71,0.77
H3K4me3-H3K27ac-H3K9ac,0.4875,0.5111,0.6832,59.33,77.9534,79.01,0.59,0.7799,0.79,0.5218,0.5286,0.6654,75.44,77.3457,77.71,0.75,0.7741,0.78,76.69,0.77
H3K9ac-H3K4me3-H3K27ac,0.4862,0.5098,0.6788,71.79,78.1162,79.06,0.72,0.7818,0.79,0.522,0.529,0.6585,75.68,77.168,77.71,0.76,0.7709,0.78,76.62,0.77
H3K9ac-H3K27ac-H3K4me3,0.4812,0.5081,0.6732,54.3,77.9583,79.24,0.54,0.7794,0.79,0.5228,0.5301,0.6486,74.05,77.1263,77.69,0.74,0.7699,0.78,76.57,0.77
H3K27ac-H3K4me3-H3K9ac,0.4863,0.5095,0.6795,49.99,77.8769,79.09,0.5,0.7792,0.79,0.5213,0.5279,0.6577,50.03,77.1242,77.82,0.5,0.772,0.78,76.89,0.77
H3K27ac-H3K9ac-H3K4me3,0.4818,0.5084,0.6668,69.24,78.0906,79.23,0.69,0.7811,0.79,0.5232,0.5301,0.6356,76.13,77.1373,77.66,0.76,0.7699,0.78,76.58,0.77
H3K4me3-H3K9ac-H3K27me3,0.4879,0.5136,0.6806,50.05,77.4207,78.93,0.5,0.7744,0.79,0.5268,0.5348,0.6643,50.12,76.6823,77.47,0.5,0.7657,0.77,75.96,0.76
H3K4me3-H3K27me3-H3K9ac,0.492,0.5179,0.6799,70.46,77.6038,78.61,0.7,0.7756,0.79,0.5274,0.5375,0.6644,72.59,76.8281,77.42,0.73,0.7673,0.77,75.97,0.76
H3K9ac-H3K4me3-H3K27me3,0.4935,0.5163,0.6869,50.01,77.2388,78.61,0.5,0.7713,0.79,0.5258,0.5339,0.673,49.99,76.6134,77.38,0.5,0.7655,0.77,76.13,0.76
H3K9ac-H3K27me3-H3K4me3,0.4911,0.5138,0.6734,56.03,77.5536,78.63,0.56,0.7759,0.79,0.5259,0.5337,0.6533,73.77,76.9603,77.47,0.74,0.7685,0.77,76.0,0.76
H3K27me3-H3K4me3-H3K9ac,0.4873,0.5141,0.6761,66.52,77.581,78.93,0.67,0.7756,0.79,0.5266,0.5355,0.6566,72.13,76.8125,77.4,0.72,0.7675,0.77,76.05,0.76
H3K27me3-H3K9ac-H3K4me3,0.4903,0.5159,0.6849,49.17,77.3084,78.82,0.49,0.7739,0.79,0.5265,0.5362,0.6714,49.99,76.732,77.5,0.5,0.7659,0.77,76.0,0.76
H3K4me3-H3K9me3-H3K27ac,0.4897,0.5104,0.6751,69.74,77.9389,78.78,0.7,0.7792,0.79,0.5216,0.5278,0.6493,76.32,77.2917,77.71,0.76,0.7721,0.78,77.0,0.77
H3K4me3-H3K27ac-H3K9me3,0.4909,0.5141,0.6759,72.58,77.9422,78.81,0.73,0.7792,0.79,0.5227,0.5315,0.6575,74.95,77.2177,77.81,0.75,0.7725,0.78,76.92,0.77
H3K9me3-H3K4me3-H3K27ac,0.4905,0.5141,0.6838,50.01,77.4801,78.75,0.5,0.7744,0.79,0.5219,0.5308,0.6683,49.99,76.9753,77.8,0.5,0.7704,0.78,76.88,0.77
H3K9me3-H3K27ac-H3K4me3,0.4926,0.5154,0.6818,51.07,77.5825,78.81,0.51,0.7754,0.79,0.522,0.531,0.6673,74.28,77.078,77.8,0.74,0.7711,0.78,76.92,0.77
H3K27ac-H3K4me3-H3K9me3,0.4938,0.5157,0.6888,50.01,77.3971,78.66,0.5,0.773,0.79,0.5218,0.5304,0.6776,49.99,76.8802,77.63,0.5,0.7681,0.78,76.97,0.77
H3K27ac-H3K9me3-H3K4me3,0.4939,0.5139,0.685,50.56,77.6001,78.58,0.51,0.7753,0.79,0.5218,0.5287,0.6698,74.52,77.0705,77.55,0.75,0.7693,0.78,76.85,0.77
H3K4me3-H3K9me3-H3K27me3,0.5075,0.5265,0.6873,51.22,76.4057,77.31,0.51,0.7642,0.77,0.5309,0.54,0.6768,71.61,76.2177,76.83,0.72,0.7625,0.77,75.82,0.76
