item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
H3K9me3-H3K9ac-H3K27me3-H3K4me3-H3K27ac,0.4823,0.5107,0.6829,65.56,78.0701,79.04,0.66,0.7811,0.79,0.5196,0.5292,0.6689,76.39,77.3394,77.85,0.76,0.7744,0.78,76.84,0.77
H3K9me3-H3K9ac-H3K27me3-H3K27ac-H3K4me3,0.4817,0.509,0.6811,64.95,78.0848,79.09,0.65,0.7811,0.79,0.5199,0.5279,0.6598,76.14,77.3658,77.9,0.76,0.7747,0.78,77.01,0.77
H3K9me3-H3K27ac-H3K4me3-H3K9ac-H3K27me3,0.4818,0.5089,0.6778,68.21,78.075,79.2,0.68,0.7811,0.79,0.5194,0.5288,0.6587,75.9,77.2413,77.9,0.76,0.7719,0.78,76.76,0.77
H3K9me3-H3K27ac-H3K4me3-H3K27me3-H3K9ac,0.484,0.5103,0.681,70.39,78.0296,78.98,0.7,0.7804,0.79,0.5194,0.5278,0.663,75.63,77.3283,77.89,0.76,0.7738,0.78,76.93,0.77
H3K9me3-H3K27ac-H3K9ac-H3K4me3-H3K27me3,0.482,0.5117,0.6822,66.35,77.9922,79.01,0.66,0.7802,0.79,0.5201,0.5307,0.6698,76.05,77.2291,77.81,0.76,0.7721,0.78,76.86,0.77
H3K9me3-H3K27ac-H3K9ac-H3K27me3-H3K4me3,0.4847,0.5119,0.6816,51.33,77.781,79.09,0.51,0.7781,0.79,0.5197,0.5297,0.6683,50.63,77.0214,77.82,0.51,0.7707,0.78,76.81,0.77
H3K9me3-H3K27ac-H3K27me3-H3K4me3-H3K9ac,0.4853,0.5125,0.6839,50.71,77.7613,79.08,0.51,0.7783,0.79,0.5188,0.5291,0.673,72.5,77.2155,77.88,0.72,0.7719,0.78,76.81,0.77
H3K9me3-H3K27ac-H3K27me3-H3K9ac-H3K4me3,0.4838,0.5112,0.6849,51.79,77.7638,78.96,0.52,0.778,0.79,0.5185,0.5287,0.6739,72.36,77.2884,77.85,0.72,0.7736,0.78,76.86,0.77
H3K9me3-H3K27me3-H3K4me3-H3K9ac-H3K27ac,0.4843,0.5088,0.6824,50.01,77.7944,79.04,0.5,0.7785,0.79,0.5191,0.5265,0.6655,49.99,77.0816,77.77,0.5,0.7718,0.78,76.78,0.77
H3K9me3-H3K27me3-H3K4me3-H3K27ac-H3K9ac,0.4848,0.5097,0.6838,69.77,78.0879,79.08,0.7,0.7818,0.79,0.5187,0.5268,0.668,76.06,77.3075,77.81,0.76,0.7729,0.78,76.86,0.77
H3K9me3-H3K27me3-H3K9ac-H3K4me3-H3K27ac,0.478,0.5071,0.6744,72.7,78.176,79.39,0.73,0.7817,0.79,0.5205,0.5295,0.6529,73.91,77.2806,77.99,0.74,0.7729,0.78,76.84,0.77
H3K9me3-H3K27me3-H3K9ac-H3K27ac-H3K4me3,0.4816,0.5083,0.6814,60.97,78.0551,79.21,0.61,0.7808,0.79,0.5189,0.5272,0.6613,76.44,77.4211,77.93,0.76,0.7754,0.78,76.84,0.77
H3K9me3-H3K27me3-H3K27ac-H3K4me3-H3K9ac,0.4788,0.5069,0.6717,72.0,78.2695,79.31,0.72,0.7826,0.79,0.5201,0.5288,0.648,74.52,77.2953,77.9,0.75,0.7732,0.78,76.78,0.77
H3K9me3-H3K27me3-H3K27ac-H3K9ac-H3K4me3,0.4825,0.5076,0.6778,70.94,78.204,79.15,0.71,0.7821,0.79,0.5193,0.527,0.6553,76.29,77.4017,77.82,0.76,0.7753,0.78,76.84,0.77
H3K27ac-H3K4me3-H3K9ac-H3K9me3-H3K27me3,0.4855,0.5093,0.6769,54.17,77.8899,78.97,0.54,0.7793,0.79,0.5193,0.5274,0.6583,74.35,77.2557,77.81,0.74,0.7718,0.78,76.84,0.77
H3K27ac-H3K4me3-H3K9ac-H3K27me3-H3K9me3,0.4823,0.5098,0.6801,68.18,78.0698,79.09,0.68,0.781,0.79,0.5203,0.5294,0.6604,75.15,77.269,77.85,0.75,0.7723,0.78,77.04,0.77
H3K27ac-H3K4me3-H3K9me3-H3K9ac-H3K27me3,0.4808,0.5086,0.6743,63.12,78.0566,79.06,0.63,0.7808,0.79,0.5201,0.5282,0.6505,74.5,77.295,77.86,0.75,0.7737,0.78,76.82,0.77
H3K27ac-H3K4me3-H3K9me3-H3K27me3-H3K9ac,0.4818,0.5098,0.6818,70.98,78.0236,79.05,0.71,0.7807,0.79,0.521,0.53,0.6655,75.18,77.0847,77.82,0.75,0.7698,0.78,76.77,0.77
H3K27ac-H3K4me3-H3K27me3-H3K9ac-H3K9me3,0.4802,0.5057,0.6744,58.08,78.0336,79.2,0.58,0.7807,0.79,0.5196,0.5264,0.6487,75.25,77.3477,77.9,0.75,0.7734,0.78,76.93,0.77
H3K27ac-H3K4me3-H3K27me3-H3K9me3-H3K9ac,0.4817,0.508,0.6801,71.4,78.1724,79.17,0.71,0.7823,0.79,0.5185,0.5268,0.6641,76.03,77.3616,77.88,0.76,0.775,0.78,76.77,0.77
H3K27ac-H3K9ac-H3K4me3-H3K9me3-H3K27me3,0.4851,0.5104,0.6795,70.6,78.0818,78.96,0.71,0.7811,0.79,0.5196,0.528,0.6629,76.24,77.3344,77.82,0.76,0.7749,0.78,76.86,0.77
H3K27ac-H3K9ac-H3K4me3-H3K27me3-H3K9me3,0.4833,0.5108,0.6766,50.01,77.6944,79.2,0.5,0.7772,0.79,0.5196,0.5298,0.6578,49.99,77.0493,77.97,0.5,0.7708,0.78,76.9,0.77
H3K27ac-H3K9ac-H3K9me3-H3K4me3-H3K27me3,0.484,0.5101,0.6812,51.95,77.8425,79.05,0.52,0.7788,0.79,0.5199,0.5282,0.6661,70.95,77.1824,77.81,0.71,0.7704,0.78,76.86,0.77
H3K27ac-H3K9ac-H3K9me3-H3K27me3-H3K4me3,0.4804,0.5087,0.6787,51.44,77.9763,79.39,0.51,0.7798,0.79,0.5198,0.529,0.6631,70.91,77.3381,77.85,0.71,0.7749,0.78,76.88,0.77
H3K27ac-H3K9ac-H3K27me3-H3K4me3-H3K9me3,0.4812,0.5062,0.6807,59.4,78.0804,79.2,0.59,0.7811,0.79,0.5186,0.5253,0.6598,75.1,77.4082,77.86,0.75,0.7747,0.78,76.78,0.77
H3K27ac-H3K9ac-H3K27me3-H3K9me3-H3K4me3,0.4825,0.5096,0.6867,50.01,77.7537,79.16,0.5,0.778,0.79,0.519,0.5279,0.674,49.99,77.0912,77.82,0.5,0.7718,0.78,76.67,0.77
H3K27ac-H3K9me3-H3K4me3-H3K9ac-H3K27me3,0.4839,0.5099,0.6779,70.62,78.0913,79.16,0.71,0.7815,0.79,0.5203,0.5292,0.6587,76.1,77.2469,77.8,0.76,0.7721,0.78,76.8,0.77
H3K27ac-H3K9me3-H3K4me3-H3K27me3-H3K9ac,0.4802,0.5077,0.6761,59.09,78.0009,79.13,0.59,0.7804,0.79,0.5206,0.5284,0.6531,75.06,77.2314,77.86,0.75,0.7724,0.78,76.65,0.77
H3K27ac-H3K9me3-H3K9ac-H3K4me3-H3K27me3,0.4825,0.5104,0.6821,68.5,78.0958,79.25,0.68,0.781,0.79,0.5197,0.5301,0.6677,76.32,77.2561,77.74,0.76,0.7725,0.78,76.81,0.77
H3K27ac-H3K9me3-H3K9ac-H3K27me3-H3K4me3,0.4865,0.514,0.6873,50.01,77.5205,79.01,0.5,0.7756,0.79,0.5195,0.5307,0.6788,49.99,76.888,77.78,0.5,0.768,0.78,76.69,0.77
H3K27ac-H3K9me3-H3K27me3-H3K4me3-H3K9ac,0.4829,0.5098,0.6819,68.56,78.0565,79.17,0.69,0.7812,0.79,0.5193,0.5285,0.6666,74.94,77.2531,77.81,0.75,0.7725,0.78,76.69,0.77
H3K27ac-H3K9me3-H3K27me3-H3K9ac-H3K4me3,0.4846,0.5111,0.6842,50.01,77.7208,78.96,0.5,0.7778,0.79,0.519,0.528,0.6722,49.99,77.0875,77.8,0.5,0.7717,0.78,76.78,0.77
H3K27ac-H3K27me3-H3K4me3-H3K9ac-H3K9me3,0.4826,0.5097,0.6799,69.13,78.09,79.09,0.69,0.7807,0.79,0.52,0.5288,0.6628,76.4,77.2523,77.76,0.76,0.7712,0.78,77.01,0.77
H3K27ac-H3K27me3-H3K4me3-H3K9me3-H3K9ac,0.4853,0.5096,0.6786,51.05,77.8197,78.89,0.51,0.7787,0.79,0.5199,0.5277,0.6593,74.83,77.2911,77.77,0.75,0.7729,0.78,76.82,0.77
H3K27ac-H3K27me3-H3K9ac-H3K4me3-H3K9me3,0.4839,0.5124,0.6782,56.98,77.7802,79.05,0.57,0.7783,0.79,0.5212,0.5316,0.6605,70.37,77.0595,77.69,0.7,0.77,0.78,76.71,0.77
H3K27ac-H3K27me3-H3K9ac-H3K9me3-H3K4me3,0.4839,0.509,0.6852,66.06,78.0719,79.04,0.66,0.7813,0.79,0.5185,0.5268,0.6682,75.49,77.333,77.77,0.75,0.7739,0.78,76.76,0.77
H3K27ac-H3K27me3-H3K9me3-H3K4me3-H3K9ac,0.4844,0.5106,0.685,64.27,78.0208,78.97,0.64,0.781,0.79,0.519,0.5281,0.6724,76.07,77.4204,77.82,0.76,0.776,0.78,76.92,0.77
