model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
RandomForest,789,H3K9ac-H3K27ac-H3K27me3,,78.7,0.8712,77.7,0.8619,0.8638,0.8047,0.7134,0.7563,0.813
RandomForest,1011,H3K9me3-H3K27ac-H3K27me3,,74.5,0.8258,75.6,0.8527,0.8396,0.7791,0.6848,0.7289,0.781
RandomForest,123,H3K9me3-H3K27ac-H3K27me3,,77.5,0.8649,72.4,0.8194,0.834,0.7615,0.6587,0.7064,0.818
RandomForest,42,H3K9me3-H3K27ac-H3K27me3,,78.5,0.8564,75.8,0.8531,0.8465,0.7785,0.7088,0.742,0.812
RandomForest,456,H3K9me3-H3K27ac-H3K27me3,,78.3,0.8598,74.1,0.849,0.8469,0.7666,0.6809,0.7212,0.82
RandomForest,789,H3K9me3-H3K27ac-H3K27me3,,78.5,0.8665,74.7,0.8436,0.8348,0.7723,0.6784,0.7223,0.816
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,77.2,0.8544,77.9,0.8777,0.8701,0.8,0.7182,0.7569,0.818
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,79.3,0.8907,76.1,0.8424,0.8415,0.7837,0.7262,0.7539,0.854
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,79.8,0.8707,78.5,0.8691,0.8586,0.8067,0.7393,0.7715,0.831
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,78.7,0.8675,78.9,0.8711,0.8572,0.8172,0.7358,0.7743,0.838
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac,,78.6,0.87,77.8,0.8672,0.8665,0.7995,0.7237,0.7597,0.827
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,77.7,0.8602,78.7,0.8838,0.875,0.8065,0.7307,0.7667,0.825
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,78.8,0.8856,75.8,0.8389,0.8443,0.7775,0.7282,0.752,0.841
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,78.6,0.8689,78.3,0.8688,0.8549,0.7965,0.7495,0.7723,0.862
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,78.8,0.8759,77.4,0.8739,0.865,0.7969,0.7256,0.7596,0.861
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27me3,,79.4,0.876,76.1,0.859,0.8625,0.7821,0.7031,0.7405,0.843
RandomForest,1011,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,77.4,0.8563,77.8,0.8754,0.8652,0.8009,0.714,0.755,0.807
RandomForest,123,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,79.0,0.8866,76.0,0.845,0.8499,0.7821,0.7262,0.7531,0.855
RandomForest,42,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,79.8,0.8716,78.6,0.8742,0.8592,0.8112,0.7352,0.7714,0.855
RandomForest,456,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,79.2,0.8734,79.0,0.8763,0.8698,0.8147,0.7419,0.7766,0.855
RandomForest,789,H3K4me3-H3K9ac-H3K27ac-H3K27me3,,78.8,0.8754,77.8,0.8654,0.8625,0.7929,0.734,0.7623,0.838
RandomForest,1011,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,76.6,0.8497,77.2,0.8754,0.8739,0.7872,0.7182,0.7511,0.842
RandomForest,123,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.5,0.885,75.5,0.8461,0.852,0.7761,0.7222,0.7482,0.867
RandomForest,42,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.6,0.8735,78.9,0.8686,0.8531,0.807,0.7495,0.7772,0.852
RandomForest,456,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.8,0.8751,78.5,0.871,0.8617,0.8112,0.7337,0.7705,0.863
RandomForest,789,H3K4me3-H3K9me3-H3K27ac-H3K27me3,,79.6,0.8741,77.9,0.8637,0.8575,0.8,0.7258,0.7611,0.827
RandomForest,1011,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,76.7,0.8545,78.4,0.8795,0.873,0.7995,0.7328,0.7647,0.811
RandomForest,123,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,79.6,0.888,75.4,0.8439,0.8494,0.778,0.7163,0.7459,0.847
RandomForest,42,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,79.7,0.8723,79.1,0.8774,0.8657,0.8026,0.7617,0.7816,0.851
RandomForest,456,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,78.8,0.8734,78.2,0.8718,0.867,0.8201,0.7134,0.763,0.827
RandomForest,789,H3K9ac-H3K9me3-H3K27ac-H3K27me3,,78.8,0.8745,77.8,0.8627,0.8632,0.8023,0.7196,0.7587,0.82
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,77.5,0.8579,77.0,0.8795,0.8709,0.7849,0.7161,0.7489,0.839
RandomForest,123,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,79.9,0.8859,75.8,0.8428,0.8484,0.7811,0.7222,0.7505,0.86
RandomForest,42,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,80.1,0.8745,79.0,0.8747,0.8644,0.8061,0.7536,0.7789,0.866
RandomForest,456,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,79.4,0.8774,78.0,0.874,0.8658,0.7982,0.7398,0.7679,0.867
RandomForest,789,H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,,79.0,0.8783,78.4,0.8653,0.8638,0.7996,0.7402,0.7687,0.833
