gene_id,E000,E003,E004,E005,E006,E007,E011,E012,E013,E016,E024,E027,E028,E037,E038,E047,E050,E053,E054,E055,E056,E057,E058,E059,E061,E062,E065,E066,E070,E071,E079,E082,E084,E085,E087,E094,E095,E096,E097,E098,E100,E104,E105,E106,E109,E112,E113,E114,E116,E117,E118,E119,E120,E122,E123,E127,E128
ENSG00000117614,14.524,15.399,23.089,17.596,22.588,24.425,14.174,15.513,16.426,14.689,8.958,25.852,8.718,36.788,44.048,38.656,43.262,5.482,6.356,10.928,4.311,3.998,7.969,2.674,6.965,30.62,66.73,25.791,18.502,43.424,24.582,8.114,17.49,18.488,18.955,38.306,16.209,35.545,55.734,21.476,25.72,23.156,17.666,22.283,24.315,52.403,33.511,9.957,21.664,14.136,6.311,4.394,10.51,2.867,12.48,8.228,10.553
ENSG00000117616,23.385,14.284,3.375,10.629,11.389,12.503,11.898,22.075,16.467,7.405,8.768,25.032,7.61,90.826,90.307,69.699,58.113,11.518,17.068,9.411,5.081,3.815,6.745,1.611,8.681,49.347,10.114,13.417,24.328,38.228,51.086,20.839,56.341,49.183,14.511,12.113,14.244,95.409,28.989,52.497,9.491,23.97,37.088,29.205,18.115,103.257,57.951,11.813,55.28,30.864,17.82,6.816,8.215,18.636,72.858,15.457,9.689
ENSG00000117620,8.382,6.467,5.311,4.304,4.167,5.81,10.765,6.272,6.734,5.452,5.733,2.786,16.436,10.433,12.225,11.578,16.303,3.122,3.455,2.637,1.906,2.604,8.062,1.522,4.192,9.044,6.536,18.146,2.305,6.123,8.528,3.128,28.463,36.902,7.053,7.498,2.814,14.545,5.247,6.434,2.967,3.331,2.95,19.385,18.393,12.41,5.25,5.912,11.735,13.898,5.868,4.251,3.396,1.888,7.89,7.718,4.653
ENSG00000117625,7.233,4.607,4.322,7.508,7.238,6.696,7.821,6.746,4.9,4.565,6.737,3.971,5.042,16.377,18.764,19.258,21.106,6.239,7.822,6.82,4.096,3.447,5.417,3.442,10.523,15.282,6.81,4.146,14.821,5.956,9.629,7.173,14.032,13.85,15.58,4.841,7.291,13.006,13.882,13.671,14.94,8.085,9.542,5.39,5.953,21.691,12.929,5.837,11.642,11.084,6.548,3.264,7.912,5.122,7.891,6.564,7.077
ENSG00000117632,92.93,79.099,108.399,76.314,26.942,137.838,155.385,106.748,108.757,108.244,99.543,16.856,11.509,6.91,8.617,7.099,76.909,39.181,51.929,46.766,60.176,56.544,46.8,49.149,68.748,4.524,15.459,6.877,331.556,91.661,19.037,368.072,46.03,30.511,10.463,34.754,9.41,15.014,44.758,5.51,3.839,3.751,8.919,27.58,45.972,91.374,22.202,14.538,48.848,37.888,9.565,16.396,49.776,19.834,70.568,13.742,30.736
ENSG00000117640,11.381,5.117,4.372,8.7,15.09,10.676,10.84,9.733,12.15,7.271,5.983,6.267,10.28,10.716,15.653,14.605,15.106,15.23,18.035,14.46,12.165,6.856,6.398,16.691,24.86,11.951,24.014,21.323,14.968,20.886,19.455,17.156,15.155,13.391,16.161,27.38,44.968,17.532,26.38,22.422,31.651,50.5,45.3,10.381,12.779,19.22,18.119,7.355,12.806,5.663,20.207,8.899,15.63,11.46,22.131,10.925,13.491
ENSG00000117643,1.701,2.36,2.926,0.961,3.678,2.552,1.438,1.532,0.857,1.63,3.167,0.112,0.028,7.271,22.042,15.374,0.169,7.042,3.366,0.087,0.097,0.029,0.044,2.308,3.59,5.689,0.897,19.01,0.753,4.202,3.731,3.615,3.56,2.119,9.058,2.17,3.288,2.031,8.922,2.049,0.461,2.792,3.637,2.119,1.792,5.046,2.968,0.078,0.102,0.079,0.048,0.039,0.066,0.276,0.014,0.022,7.986
ENSG00000117650,17.437,6.721,8.898,5.835,1.107,23.768,22.116,16.126,17.568,16.124,6.647,0.105,0.528,0.533,0.099,0.205,0.569,5.577,5.188,9.462,2.341,4.085,9.864,5.717,5.792,0.137,1.55,0.204,11.147,0.267,2.492,0.982,4.534,5.41,0.021,2.499,0.034,0.57,0.203,0.043,0.021,0.004,0.042,6.421,13.285,2.857,1.279,25.666,32.317,49.647,6.014,8.517,5.113,3.38,37.675,3.524,6.758
ENSG00000117682,7.811,8.161,10.596,15.991,13.798,8.604,8.476,10.829,7.878,9.536,9.875,7.849,16.879,7.122,7.247,7.042,7.864,10.168,9.692,14.174,18.829,14.93,11.398,11.412,13.159,7.186,6.159,5.603,7.85,6.489,8.021,8.823,7.508,7.629,15.754,8.918,10.124,8.146,5.708,9.254,7.079,6.519,9.481,18.354,9.189,6.665,6.635,6.497,10.992,8.762,8.78,16.129,14.266,20.358,14.383,15.75,18.684
ENSG00000117691,32.737,18.208,9.449,8.241,21.923,14.207,11.915,9.889,11.823,14.752,15.515,19.837,19.672,10.04,12.735,11.123,38.026,20.603,20.358,31.548,44.837,52.351,27.309,89.158,53.965,9.324,91.272,66.198,40.309,165.693,32.289,12.391,18.378,18.753,86.857,63.04,54.91,63.988,59.026,89.124,28.032,70.988,96.423,20.622,35.291,31.514,33.256,44.737,26.316,33.321,21.167,25.337,11.857,13.499,59.138,36.821,19.589
ENSG00000117697,11.416,13.314,16.055,6.386,6.903,14.323,9.307,9.804,7.404,12.842,10.327,5.171,2.816,5.179,5.924,5.158,10.756,7.112,8.808,4.754,4.206,5.547,5.457,4.216,6.153,4.125,16.928,10.843,8.291,9.586,5.157,3.959,8.728,8.616,7.637,13.33,7.975,5.97,7.872,4.152,7.444,9.771,7.976,6.395,7.658,11.923,13.636,13.295,19.373,18.336,10.48,5.761,6.657,4.193,20.415,6.236,6.992
ENSG00000117707,2.98,0.285,0.295,1.15,0.06,2.154,3.489,3.446,2.65,1.143,0.333,2.625,0.053,0.005,0.01,0.0,0.0,6.34,5.076,0.099,0.073,0.116,0.181,0.097,0.227,0.013,0.568,49.05,11.915,4.7,0.611,1.344,5.033,4.666,15.097,1.441,7.746,0.607,5.499,10.466,1.345,15.549,5.359,2.261,3.636,0.309,4.329,0.018,0.003,0.0,11.071,0.014,0.289,0.552,0.071,0.15,0.012
ENSG00000117713,35.968,25.336,43.506,30.652,19.231,40.638,41.59,54.885,31.386,44.104,73.622,18.761,20.487,49.746,52.587,54.121,33.218,41.59,42.888,37.053,45.105,37.167,31.569,29.885,32.97,53.247,6.793,8.324,67.084,21.002,17.779,68.919,29.334,28.647,29.358,12.094,18.492,11.864,24.01,20.23,13.356,12.459,11.625,23.319,19.541,25.865,22.637,10.31,6.245,3.564,8.52,9.565,9.701,21.195,13.285,7.749,7.373
ENSG00000117724,28.24,50.95,36.531,22.112,2.674,59.961,48.355,59.337,33.913,45.768,43.372,0.202,1.087,1.393,0.731,0.479,4.129,26.508,24.411,15.63,6.793,5.181,21.74,1.831,0.928,0.512,0.55,0.36,21.818,0.558,2.134,4.173,8.367,8.647,0.051,0.331,0.144,0.621,0.511,0.063,0.328,0.071,0.121,6.916,9.524,3.018,0.458,23.295,27.479,24.454,4.921,5.03,11.807,2.912,24.23,4.448,8.623
