gene_id,E000,E003,E004,E005,E006,E007,E011,E012,E013,E016,E024,E027,E028,E037,E038,E047,E050,E053,E054,E055,E056,E057,E058,E059,E061,E062,E065,E066,E070,E071,E079,E082,E084,E085,E087,E094,E095,E096,E097,E098,E100,E104,E105,E106,E109,E112,E113,E114,E116,E117,E118,E119,E120,E122,E123,E127,E128
ENSG00000165091,0.041,0.609,0.017,0.013,0.011,0.006,0.018,0.029,0.013,0.076,0.702,0.008,0.005,0.019,0.002,0.022,0.0,0.066,0.033,0.001,0.003,0.002,0.004,0.006,0.0,0.006,0.086,0.0,0.067,0.451,1.566,0.032,0.02,0.011,0.005,0.063,0.0,0.023,0.038,0.0,0.05,0.018,0.011,0.099,0.036,0.109,0.029,0.044,0.074,0.014,0.005,0.017,0.029,0.044,0.065,0.017,0.023
ENSG00000165092,14.377,0.708,1.132,0.148,2.019,0.074,0.509,0.382,0.429,0.8,0.352,0.405,0.18,0.649,0.128,0.115,77.316,0.01,0.0,7.924,0.901,0.138,0.138,0.262,1.056,11.603,239.509,733.511,0.099,41.159,28.672,0.011,86.464,87.766,245.814,456.995,5.133,150.789,182.824,196.335,11.859,43.654,9.566,40.316,150.219,21.855,55.034,4234.41,0.0,0.015,51.8,0.151,301.456,59.841,1.081,0.088,10.333
ENSG00000165097,11.182,2.976,3.655,8.663,6.167,8.767,8.308,5.952,5.768,4.543,2.756,4.383,19.867,5.693,5.159,4.921,22.579,8.279,8.025,9.448,5.456,9.271,17.728,3.21,5.319,23.888,6.094,4.622,11.07,6.876,5.068,12.754,5.741,6.019,9.837,5.545,6.885,4.133,4.151,3.561,20.757,3.591,4.737,14.158,8.148,8.185,6.681,8.486,15.992,9.923,7.51,10.37,17.069,1.967,35.439,19.595,7.773
ENSG00000165102,10.618,1.232,2.359,14.61,21.689,9.096,5.732,7.076,10.442,2.705,3.168,5.813,21.553,16.429,16.865,15.56,28.013,11.183,11.126,14.3,21.669,15.496,16.364,19.732,27.237,20.779,8.227,10.283,11.275,7.304,12.932,17.876,17.534,17.423,21.554,7.711,9.721,10.769,16.549,18.083,4.784,11.435,10.825,6.847,6.497,9.333,5.275,13.474,3.14,17.354,6.38,8.583,11.954,29.347,2.237,11.821,15.648
ENSG00000165105,0.99,2.219,1.812,1.779,0.226,0.134,0.238,0.074,0.013,0.921,0.82,1.91,2.844,0.017,0.009,0.0,0.03,8.339,2.11,0.024,0.018,0.042,0.184,0.065,0.095,0.0,2.079,0.162,0.034,0.209,2.688,0.03,6.617,8.598,5.708,9.723,0.01,5.747,0.083,16.579,0.012,0.028,0.007,8.923,3.51,3.022,0.114,5.734,0.004,4.942,0.005,0.854,0.001,0.009,0.008,0.226,0.193
ENSG00000165113,3.117,2.749,1.279,0.425,0.504,21.722,5.292,5.577,1.544,2.023,1.676,1.841,0.157,2.923,3.652,3.899,9.265,1.305,1.6,0.372,0.112,0.119,0.157,0.149,0.091,1.855,8.058,5.055,6.617,22.283,2.715,2.432,4.802,4.145,5.189,4.105,9.133,4.063,7.111,9.347,28.834,9.112,10.486,1.375,1.942,10.941,4.382,4.031,2.2,3.153,1.659,0.062,0.275,0.362,1.0,0.078,0.313
ENSG00000165115,1.253,1.495,1.038,1.13,0.68,4.656,2.925,3.548,2.87,1.423,1.165,2.009,1.308,2.088,2.745,2.81,6.866,1.71,2.143,0.774,0.297,0.278,1.417,0.09,0.228,1.71,0.723,0.741,1.762,6.052,1.277,1.748,3.496,3.179,1.618,0.697,0.642,1.595,1.875,1.824,1.07,0.782,0.744,1.122,0.845,1.777,0.991,2.647,1.199,1.09,0.529,0.658,0.575,0.232,0.913,1.176,0.546
ENSG00000165118,8.248,1.245,2.706,1.332,1.118,2.31,2.341,8.145,3.668,6.913,5.68,3.777,3.157,0.387,0.599,0.567,3.007,3.047,1.101,8.433,4.739,8.198,10.582,5.273,10.144,0.763,11.589,19.815,4.472,3.642,5.593,4.473,14.278,11.788,8.167,15.52,6.763,6.47,10.571,3.771,12.379,5.32,5.717,12.914,27.551,10.611,7.403,25.368,16.779,24.078,15.221,1.414,11.892,2.853,12.503,4.593,8.573
ENSG00000165119,144.077,165.072,295.151,138.203,116.738,209.366,245.044,239.66,171.335,252.653,114.064,100.334,115.737,137.563,142.961,133.828,225.266,103.717,108.782,91.314,86.167,85.504,94.717,71.925,79.038,111.558,110.09,110.363,144.937,78.59,117.008,83.283,128.306,122.893,63.17,128.626,91.928,114.704,157.302,76.197,111.164,100.005,102.84,131.078,151.91,213.523,175.865,158.504,210.834,197.406,106.219,119.726,151.46,114.431,171.595,157.185,147.74
ENSG00000165120,0.005,0.0,0.001,0.044,0.016,0.016,0.0,0.0,0.026,0.0,0.008,0.103,0.0,0.0,0.037,0.04,0.0,0.004,0.0,0.23,0.032,0.0,0.015,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.013,0.0,0.014,0.015,0.0,0.0,0.002,0.039,0.0,0.0,0.0,0.031,0.0,0.008,0.011,0.007,0.008,0.0,0.047,0.0,0.13,0.0,0.021
ENSG00000165124,1.187,0.208,0.183,4.187,12.422,0.116,0.726,0.373,4.759,0.258,0.104,3.004,2.02,0.002,0.005,0.003,0.001,1.985,0.235,6.005,5.303,0.03,0.031,0.004,0.002,0.016,0.429,1.391,1.205,1.058,2.803,0.731,4.986,2.628,3.825,1.255,0.636,3.636,1.234,1.878,0.733,2.866,0.898,2.255,5.608,0.517,3.787,0.384,0.01,0.022,0.001,1.031,0.207,0.028,0.317,0.087,23.509
ENSG00000165125,0.063,0.093,0.214,0.273,0.0,0.01,0.171,0.007,0.011,0.085,0.163,0.847,0.117,0.098,0.226,0.071,0.051,0.0,0.006,0.006,0.0,0.136,0.041,0.0,0.0,0.076,0.168,0.095,0.06,0.295,1.776,0.291,0.456,0.027,8.4,2.457,0.001,0.201,0.055,91.802,0.002,0.01,0.007,0.034,2.199,0.252,0.044,0.004,0.002,0.001,0.002,0.632,0.002,0.0,0.066,0.281,0.0
ENSG00000165131,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.189,0.273,0.268,0.273,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.006,0.195,0.0,0.058,0.048,0.0,0.015,0.5,6.089,0.187,0.0,0.0,0.0,0.17,0.0,0.0,0.003,0.025,0.012,0.007,0.031,0.021,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165138,7.606,13.692,10.56,3.415,3.439,11.86,8.665,16.066,6.089,14.789,14.784,0.548,5.797,3.93,6.85,6.311,4.986,6.416,5.984,9.546,7.201,9.278,7.1,7.958,6.909,3.15,3.269,0.519,3.214,5.947,5.605,3.126,11.357,10.669,3.939,11.716,2.141,7.584,5.194,10.519,1.267,1.477,2.388,5.956,7.641,3.14,3.146,6.576,1.137,3.951,3.205,4.113,5.487,5.449,20.111,5.399,4.333
ENSG00000165140,16.205,1.12,0.729,0.138,0.133,0.364,0.281,0.075,0.337,1.563,1.006,0.25,0.238,2.333,6.659,7.467,1.149,0.0,0.076,0.014,0.0,0.012,0.075,0.111,0.033,35.258,101.064,1744.61,0.613,5.478,19.739,0.02,142.651,116.922,20.777,72.661,0.805,217.151,1.195,20.524,0.33,1.66,1.395,24.052,94.059,7.934,46.015,0.019,0.008,0.315,0.25,0.118,0.133,1.236,0.0,0.115,0.002
ENSG00000165152,3.038,15.812,6.783,0.141,9.449,12.058,6.241,9.54,7.798,6.833,13.44,0.382,9.903,0.028,0.012,0.025,8.888,7.311,6.249,7.526,6.436,8.718,12.144,8.826,8.875,0.012,5.033,0.521,10.789,17.382,6.398,19.665,10.295,9.455,18.642,5.256,13.735,3.027,11.284,4.725,2.319,19.755,10.235,8.322,10.35,1.061,0.433,15.908,0.014,9.644,0.0,2.573,4.13,0.896,0.552,8.121,5.586
ENSG00000165156,11.416,2.589,3.295,7.371,12.861,11.348,4.948,4.902,6.556,2.809,1.725,5.994,12.426,9.833,9.007,8.54,14.364,16.078,17.048,5.752,3.167,5.782,16.507,3.39,7.948,7.472,31.791,19.907,15.85,23.494,14.326,15.178,12.872,10.837,17.399,17.375,7.564,7.841,12.925,6.918,13.652,6.933,6.979,8.504,10.898,12.702,7.468,11.872,14.771,37.347,5.433,9.037,8.502,3.472,32.727,14.606,18.737
ENSG00000165164,0.012,0.015,0.017,0.099,0.006,0.042,0.241,0.213,0.086,0.064,0.003,0.003,0.0,0.0,0.012,0.0,0.063,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.172,0.0,0.027,0.02,0.049,0.103,0.0,0.0,0.14,0.006,0.007,0.0,0.0,0.0,0.0,0.004,0.013,0.0,0.013,0.637,0.005,0.0,0.0,0.002,0.0,0.058,0.003,0.0
ENSG00000165168,12.58,0.012,0.052,0.008,0.0,0.026,0.019,0.053,0.08,0.048,0.111,0.0,0.065,0.973,2.879,6.469,4.898,0.0,0.0,0.0,0.003,0.001,0.007,0.003,0.004,195.147,14.793,23.646,1.976,10.599,6.276,0.677,10.521,9.668,3.161,7.356,2.773,22.314,4.312,1.464,1.158,2.48,2.581,22.105,11.769,8.656,50.853,0.083,77.821,1.076,0.0,0.021,0.208,0.005,0.75,0.02,0.001
ENSG00000165169,21.793,2.13,3.448,8.375,14.376,2.897,4.601,4.071,12.032,3.338,1.85,5.995,35.285,16.867,15.001,12.091,19.891,2.236,2.855,6.207,4.012,3.591,9.827,4.045,9.6,8.129,94.711,19.851,3.173,14.981,28.172,1.93,11.171,10.675,23.746,39.255,15.19,14.678,16.037,9.35,7.74,15.442,15.506,11.005,11.869,33.915,15.075,13.807,12.412,31.102,3.87,13.456,19.159,4.874,3.52,20.019,25.537
ENSG00000165171,5.936,1.995,1.017,0.79,0.524,2.321,1.429,2.003,1.787,1.644,0.964,0.176,2.116,0.288,0.547,0.503,0.018,0.523,0.58,23.738,7.214,5.682,4.523,3.795,1.152,0.179,0.312,3.235,1.414,1.096,1.028,0.144,3.024,5.83,3.257,0.49,0.134,3.295,2.453,8.042,0.049,0.345,0.173,1.811,0.745,1.262,1.884,2.651,0.238,0.671,2.188,7.371,0.31,5.005,0.352,0.698,0.759
ENSG00000165175,41.849,44.231,81.116,12.518,30.106,18.602,39.486,22.318,27.388,58.147,47.735,14.815,16.837,9.101,6.789,7.104,28.41,45.537,45.279,78.591,64.605,42.054,36.812,53.664,37.215,26.167,29.982,7.401,27.97,92.897,40.627,9.334,19.616,18.404,40.833,65.442,20.858,82.998,57.484,52.792,54.415,23.686,27.494,45.835,50.836,18.316,14.042,31.447,25.36,71.76,37.632,47.451,20.147,21.157,31.519,36.057,21.721
ENSG00000165181,0.088,0.0,0.001,0.002,0.011,0.0,0.0,0.0,0.0,0.005,0.003,0.011,0.198,0.083,0.213,0.198,0.127,0.055,0.076,0.035,0.01,0.0,0.054,0.038,0.005,0.143,0.0,0.017,0.0,0.0,0.122,0.045,0.121,0.138,0.036,0.241,0.005,0.204,0.027,0.03,0.002,0.003,0.0,0.016,0.025,0.121,0.001,0.002,0.004,0.873,0.0,0.01,0.01,0.002,0.0,0.009,0.04
ENSG00000165182,0.074,0.016,0.018,0.013,0.001,0.012,0.032,0.036,0.049,0.096,0.043,0.039,0.342,0.141,0.331,0.56,0.108,0.0,0.026,0.036,0.006,0.045,0.062,0.002,0.023,0.222,0.111,0.209,0.033,0.105,0.053,0.016,0.211,0.166,0.164,0.0,0.139,0.131,0.028,0.26,0.188,0.165,0.256,0.033,0.052,0.17,0.178,0.295,0.044,0.079,0.005,0.064,0.004,0.0,0.1,0.079,0.003
ENSG00000165185,4.755,5.733,4.478,1.953,0.518,9.889,9.363,13.58,6.191,8.684,9.114,1.195,0.485,1.355,3.327,3.655,1.901,6.563,7.419,0.579,0.365,0.252,0.644,0.885,0.823,2.143,0.568,1.397,11.476,2.695,0.773,1.845,3.491,3.792,3.449,3.61,1.138,1.869,4.815,1.564,0.693,0.469,0.683,0.886,1.089,1.666,0.418,2.011,1.861,2.914,5.218,0.324,1.205,0.537,3.975,0.357,0.258
ENSG00000165186,0.161,0.875,2.266,0.844,0.007,0.028,0.051,0.023,0.147,0.42,1.916,0.071,0.0,0.013,0.006,0.003,0.0,0.565,1.516,0.004,0.0,0.001,0.001,0.0,0.0,0.003,0.06,0.016,1.182,3.381,0.87,1.253,0.461,0.064,0.02,0.019,0.016,0.496,0.015,0.075,0.042,0.083,0.018,0.236,0.244,0.171,0.159,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.002,0.002
ENSG00000165188,0.214,0.03,0.004,0.012,0.017,0.059,0.046,0.034,0.011,0.026,0.043,7.754,0.023,0.057,0.106,0.066,0.043,0.008,0.014,0.0,0.012,0.003,0.0,0.0,0.008,0.015,0.146,0.008,0.036,0.049,0.682,0.0,0.311,0.194,0.771,0.711,0.018,0.066,0.051,0.168,0.017,0.018,0.013,0.738,0.626,0.22,0.031,0.021,0.171,0.062,3.254,0.088,0.006,0.009,1.104,0.021,0.0
ENSG00000165192,0.114,0.0,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.06,0.005,0.021,0.0,0.012,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.481,1.068,0.0,0.015,0.0,0.0,0.029,0.013,0.008,0.013,0.021,0.212,3.443,22.67,0.073,0.033,0.027,6.228,44.943,16.509,0.144,0.02,0.043,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.014,0.003,0.0,0.0
ENSG00000165194,0.229,0.335,0.311,1.018,0.012,1.431,2.511,1.618,2.842,1.557,1.092,0.354,0.019,0.003,0.011,0.014,0.007,13.823,9.903,0.032,0.106,0.112,0.017,0.005,0.007,0.0,0.141,0.019,2.878,4.856,0.911,21.577,0.659,0.239,0.084,0.026,0.192,0.032,1.768,0.094,0.183,0.238,0.202,0.248,0.634,0.409,0.073,0.015,0.0,0.003,0.096,0.019,7.38,1.123,0.0,0.006,0.036
ENSG00000165195,7.23,3.286,4.708,8.982,2.33,5.994,5.023,4.884,4.226,4.675,4.992,33.476,9.841,29.651,19.839,20.248,18.998,2.698,2.731,2.331,1.291,3.63,7.772,3.179,5.948,14.276,3.45,2.896,3.072,5.023,5.979,1.631,4.407,4.795,25.28,7.358,5.375,14.897,4.482,6.996,1.794,3.827,5.986,4.97,4.579,10.37,6.021,11.102,18.074,37.833,4.18,6.218,3.311,2.976,24.648,8.264,3.373
ENSG00000165197,0.15,0.085,0.024,0.051,0.03,0.12,0.376,0.251,0.288,0.215,0.28,1.237,0.201,0.0,0.0,0.0,0.058,0.068,0.128,0.0,0.005,0.018,0.006,0.156,0.589,0.0,0.746,0.137,0.069,2.073,0.76,0.023,0.132,0.098,0.982,0.479,3.13,11.501,2.687,1.156,6.823,1.804,6.334,0.315,1.533,0.667,1.915,1.316,0.131,0.347,0.194,0.068,0.012,0.444,0.027,0.118,4.81
ENSG00000165202,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.008,0.004,0.017,0.082,0.23,0.152,0.273,0.0,0.0,0.577,0.02,0.0,0.0,0.012,0.0,0.059,0.0,0.0,0.0,0.0,0.013,0.0,0.017,0.0,0.0,0.0,0.0,0.049,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.297,0.17,0.0,0.081,0.027,0.0,0.0,0.029,0.0,0.151
ENSG00000165204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.236,0.429,0.391,0.044,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.012,0.032,0.009,0.008,0.0,0.0,0.0,0.034,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0
ENSG00000165209,11.272,21.255,17.613,4.885,1.116,19.042,12.352,15.088,6.875,19.422,18.42,3.544,4.318,4.782,6.761,6.965,17.042,3.964,4.492,0.728,0.246,1.583,3.349,1.346,1.768,4.236,3.825,2.155,10.895,9.213,7.647,17.633,7.268,7.217,5.1,6.185,7.229,6.158,2.529,5.087,1.89,3.893,5.918,11.86,8.987,12.991,13.493,9.623,23.178,16.515,5.264,3.435,0.622,1.773,21.614,3.177,1.222
ENSG00000165215,31.288,18.525,1.451,5.426,0.0,12.423,1.477,4.177,0.07,8.763,44.631,27.531,0.29,0.035,0.034,0.075,0.008,0.172,0.068,0.155,0.034,0.0,0.0,0.139,0.0,0.321,20.635,10.05,0.333,0.545,0.707,0.0,100.775,192.97,129.465,0.862,0.057,45.998,0.297,159.803,0.099,0.045,0.0,518.744,347.353,18.558,0.293,1.174,0.03,0.126,0.554,0.006,0.028,2.033,0.0,0.0,0.029
ENSG00000165219,8.374,5.412,5.817,9.83,6.677,4.695,6.088,6.108,6.721,5.608,6.134,8.708,9.979,15.102,16.523,18.688,6.981,8.755,8.221,6.146,4.795,5.198,9.85,3.433,6.943,12.392,4.912,3.023,4.863,6.304,5.536,5.901,6.469,6.272,5.83,3.37,5.586,6.472,4.848,4.667,8.304,3.72,4.524,4.381,3.968,7.003,5.397,7.577,5.543,11.294,4.352,8.92,6.472,4.12,13.406,7.944,7.133
ENSG00000165233,8.557,6.666,3.449,4.148,13.468,4.608,4.739,2.231,6.934,4.217,4.781,8.396,6.401,17.004,25.735,38.997,27.633,15.368,16.729,15.653,27.316,14.995,6.551,15.374,16.645,40.855,14.224,3.955,16.644,12.162,10.076,7.156,8.04,7.152,5.054,13.675,7.69,15.259,12.975,8.178,10.507,6.383,12.119,12.247,8.306,5.947,11.326,6.584,3.757,2.926,15.349,19.541,6.335,44.477,5.561,10.881,6.636
ENSG00000165238,4.974,9.323,4.269,9.657,0.004,5.915,6.038,4.669,1.903,6.161,15.464,0.454,0.087,0.022,0.054,0.011,0.005,4.891,4.024,0.015,0.005,0.058,0.019,0.433,0.154,0.067,1.216,0.211,26.811,7.203,2.095,43.23,14.928,19.462,17.425,5.274,17.088,0.586,0.212,63.89,6.453,64.176,14.6,19.814,14.29,2.693,2.151,0.424,0.0,0.208,2.794,0.007,0.001,0.004,0.073,0.003,0.001
ENSG00000165240,4.365,1.47,0.761,2.308,5.779,1.808,2.732,1.677,3.21,1.248,1.178,1.193,2.101,4.28,5.791,5.907,4.646,1.626,2.114,1.417,0.966,0.445,1.512,3.131,7.347,3.82,0.991,0.68,1.666,0.924,2.505,1.226,4.942,4.672,3.273,1.104,1.6,2.428,1.97,1.672,1.626,1.241,1.31,1.553,1.807,2.902,1.374,7.429,9.594,13.542,1.424,1.388,3.858,1.876,11.577,2.159,6.659
ENSG00000165244,13.974,3.862,7.023,2.842,0.565,5.218,5.866,8.902,2.642,7.217,5.126,0.85,0.407,4.525,4.968,6.543,3.724,4.206,3.536,2.592,11.997,3.787,6.259,6.85,5.697,2.478,1.856,4.354,4.243,0.913,2.032,1.001,5.59,4.663,0.564,3.314,3.212,1.479,1.882,0.462,2.789,0.975,3.393,3.253,5.044,4.769,1.865,3.638,11.512,32.971,2.742,4.819,2.853,1.758,8.272,1.488,3.548
ENSG00000165246,1.402,19.903,12.565,8.902,10.331,8.356,7.902,8.09,8.74,13.018,3.422,0.012,0.011,0.578,0.005,0.034,0.0,1.501,2.549,2.948,2.811,3.157,5.576,0.268,0.012,0.131,2.044,0.008,6.266,3.029,1.666,0.647,2.276,1.715,2.483,0.172,0.296,0.0,0.206,0.723,0.208,0.238,0.291,0.55,0.698,1.863,0.22,2.545,0.012,0.0,2.53,0.005,0.655,4.269,0.0,0.035,3.305
ENSG00000165259,0.695,2.402,2.385,0.803,2.458,2.648,2.588,3.31,2.446,3.252,2.1,2.68,1.168,0.048,0.034,0.095,0.707,1.767,2.117,0.719,0.413,0.387,1.223,0.228,0.75,0.3,0.457,0.292,2.595,0.961,0.485,2.581,0.894,0.768,1.507,0.234,0.179,0.251,1.334,0.378,0.125,0.692,0.251,0.442,0.568,0.567,0.735,0.753,0.005,0.0,0.008,0.457,1.402,0.615,0.002,0.709,1.26
ENSG00000165264,30.669,35.831,43.435,21.799,28.449,30.666,33.012,25.716,33.507,39.221,31.269,45.382,11.902,8.4,8.114,7.563,26.609,13.387,17.269,19.271,29.785,36.223,33.272,26.169,40.526,7.938,50.379,101.97,21.29,41.732,23.601,12.077,28.096,21.633,35.83,64.003,67.034,35.984,21.647,13.505,45.043,131.668,67.514,26.113,36.349,29.6,26.938,44.486,44.504,42.155,17.348,27.517,33.387,20.789,44.799,33.164,30.007
ENSG00000165269,0.354,0.007,0.006,0.021,0.034,0.002,0.037,0.061,0.049,0.0,0.031,0.002,0.01,0.196,0.502,0.141,0.0,0.049,0.09,0.039,0.036,0.005,0.025,0.023,0.021,0.129,6.28,19.338,0.031,0.202,2.718,0.042,14.381,20.236,2.492,1.091,47.918,1.549,1.097,11.336,4.667,92.243,49.552,6.211,8.976,0.656,1.9,0.507,0.033,0.358,2.766,0.007,0.031,0.064,0.119,0.005,0.025
ENSG00000165271,22.991,17.232,23.462,8.135,7.419,6.757,8.808,12.142,9.503,18.712,22.2,33.4,22.676,19.732,27.27,25.39,13.328,12.869,12.699,26.739,37.03,56.028,40.525,19.525,13.984,17.755,4.422,5.721,6.944,6.253,15.285,15.371,10.164,8.954,15.079,10.382,13.903,18.745,10.811,25.909,20.107,8.815,13.088,12.919,12.743,14.925,18.021,28.197,9.241,17.75,15.289,36.967,23.828,30.463,20.423,44.837,14.998
ENSG00000165272,18.3,2.529,1.649,5.114,0.651,0.593,1.776,0.654,1.075,0.969,1.096,3.572,2.804,64.795,31.502,21.342,0.669,0.3,0.061,0.032,0.388,40.405,68.642,3.722,0.022,17.508,8.07,86.944,0.14,1.581,394.186,0.109,43.203,74.093,10.392,33.533,7.162,135.714,4.376,18.598,1.804,11.511,7.195,7.345,22.569,76.571,34.647,9.989,2.647,113.418,5.348,24.262,15.781,1.047,17.389,118.72,1.856
ENSG00000165275,4.317,3.629,3.139,2.128,3.885,5.874,3.54,4.481,2.475,3.137,2.674,3.508,4.824,8.097,13.306,11.848,12.017,2.664,3.641,6.236,2.192,2.399,4.22,1.035,3.292,6.914,4.506,3.131,5.118,16.473,4.724,3.827,12.214,10.063,3.847,4.331,2.16,4.856,7.417,8.256,3.549,2.735,3.226,3.541,3.204,7.399,6.111,5.024,6.305,3.977,2.759,2.603,2.452,2.087,4.789,3.847,3.72
ENSG00000165280,84.731,83.483,116.887,144.988,82.068,68.416,126.849,122.892,131.463,147.162,111.997,217.861,101.488,58.604,44.248,44.748,102.105,119.662,112.497,62.235,125.529,130.729,121.172,104.859,121.332,59.221,34.178,53.625,38.048,39.466,61.553,60.116,70.078,65.743,102.843,70.819,129.587,44.643,68.286,36.015,229.587,91.297,139.79,77.749,84.507,52.89,70.083,187.58,121.43,118.168,80.816,201.748,159.304,186.129,117.478,189.938,158.556
ENSG00000165282,7.477,10.563,4.716,5.433,5.248,3.808,6.609,5.748,5.727,5.065,11.371,6.208,9.973,7.951,12.92,12.78,7.316,8.002,7.556,13.753,9.029,13.309,10.754,19.607,13.563,8.565,3.09,5.874,5.028,2.347,5.958,4.334,7.616,8.901,8.767,7.057,3.963,6.697,5.908,11.498,2.951,3.974,3.565,8.325,9.728,4.583,6.762,17.736,5.299,11.975,11.39,13.28,5.52,12.771,5.201,8.972,4.924
ENSG00000165283,81.219,90.634,105.593,45.083,54.835,90.537,70.794,74.903,66.771,89.499,74.163,67.617,52.097,20.55,23.5,19.794,64.637,52.706,44.929,117.044,98.791,125.772,83.986,104.577,67.024,21.361,77.832,88.307,45.259,30.983,43.12,23.456,57.042,57.953,38.688,100.969,89.33,41.677,61.484,34.42,102.916,83.185,97.0,83.104,110.929,39.687,63.054,120.366,103.416,99.314,182.518,129.097,70.918,140.131,141.475,108.288,66.524
ENSG00000165288,5.965,11.476,7.518,8.283,3.799,11.875,8.237,11.84,10.487,9.798,12.073,3.592,3.642,14.784,15.281,15.225,10.642,5.878,6.529,1.739,0.929,1.358,5.71,1.502,2.841,11.377,4.611,1.366,8.543,2.621,3.947,4.214,8.268,10.018,3.352,4.105,2.184,2.696,4.389,2.946,1.338,1.87,1.351,4.272,4.021,4.506,3.691,9.015,21.586,17.64,7.786,2.926,3.368,2.229,8.31,5.02,3.234
ENSG00000165300,1.49,4.52,2.57,0.015,7.368,9.945,7.539,14.056,3.277,7.479,1.62,0.128,0.016,0.157,0.063,0.039,3.176,0.495,3.028,0.121,0.595,0.253,0.62,0.165,0.01,0.147,0.096,0.022,4.355,2.923,0.145,45.999,0.73,0.055,0.771,0.014,0.03,0.157,0.39,0.74,0.041,0.194,0.037,0.201,0.184,0.204,0.17,0.767,0.208,0.519,0.0,0.0,0.025,0.057,0.0,0.024,0.302
ENSG00000165304,23.24,21.464,32.726,27.498,6.803,31.904,34.554,23.097,23.131,28.823,24.683,0.045,5.215,1.048,0.235,0.321,1.61,17.167,12.628,19.855,25.45,25.34,38.194,11.659,16.356,0.229,2.041,0.274,11.589,0.037,2.113,1.155,4.411,4.936,0.171,4.269,0.137,0.942,0.328,0.187,0.125,0.055,0.134,7.543,10.83,2.514,1.53,46.007,45.042,66.703,10.562,29.945,18.658,13.265,31.848,21.355,23.258
ENSG00000165309,0.028,0.036,0.025,0.048,0.031,0.323,0.31,0.365,0.058,0.143,0.053,0.006,0.002,0.0,0.0,0.004,0.118,0.0,0.018,0.0,0.0,0.011,0.019,0.004,0.002,0.04,0.028,0.0,0.079,2.266,0.003,0.016,0.071,0.007,0.015,0.0,0.005,2.163,0.007,0.03,0.001,0.011,0.003,0.002,0.007,0.067,0.01,0.145,0.004,0.0,0.0,0.009,0.0,0.0,0.129,0.002,0.0
ENSG00000165312,3.468,2.396,1.072,2.693,3.621,4.147,7.518,3.252,5.671,2.448,1.513,7.98,3.031,36.151,27.609,27.377,23.447,1.468,1.467,2.005,1.199,4.035,4.075,5.311,6.221,33.782,13.2,4.568,5.633,5.562,7.053,5.289,8.261,10.046,17.294,7.655,39.453,14.093,15.834,4.326,6.883,27.498,24.698,6.693,4.543,14.897,16.901,1.785,0.104,8.871,1.551,2.222,10.619,1.846,0.408,3.941,2.881
ENSG00000165322,9.078,15.02,17.866,9.06,11.94,12.24,14.914,13.454,11.0,17.84,11.582,4.087,9.516,10.87,16.965,15.41,7.584,24.489,27.541,13.296,3.568,2.85,10.622,1.805,7.156,9.578,14.834,8.135,13.173,11.834,8.825,2.939,23.451,27.94,23.848,16.626,7.21,14.369,10.935,18.861,9.343,10.104,7.43,9.459,10.297,16.798,24.945,26.907,13.018,6.997,15.137,8.478,15.639,3.459,9.337,13.359,14.486
ENSG00000165323,0.657,7.488,3.687,0.466,0.006,3.036,6.62,2.57,1.97,4.811,12.076,0.026,0.01,0.002,0.014,0.005,0.029,60.706,46.363,0.022,0.057,0.033,0.006,0.033,0.014,0.0,0.945,0.083,2.456,1.95,0.952,32.531,0.326,0.165,0.16,0.07,0.008,0.173,0.187,0.07,0.007,0.127,0.027,0.032,0.019,0.142,0.01,0.698,0.005,0.0,0.0,0.017,0.144,0.118,0.003,0.118,1.397
ENSG00000165325,0.083,0.157,0.069,0.048,0.0,0.381,0.045,0.106,0.043,0.163,0.053,0.01,0.009,0.041,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.011,0.005,0.0,0.001,0.029,0.067,0.0,0.0,0.07,0.003,0.039,0.14,0.153,3.372,0.0,0.004,0.21,0.021,0.123,0.001,0.0,0.003,0.014,0.024,0.117,0.023,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.307,0.011,0.001
