gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,value_1,value_2
XLOC_021284,21,11,25,0,56,0.0,0.00602119
XLOC_021285,21,3,21,19,0,9.95179,10.9296
XLOC_021286,0,0,3,0,0,4.64032,5.06009
XLOC_021287,29,5,30,27,0,11.4676,11.3396
XLOC_021288,0,0,0,0,0,0.0,0.0
XLOC_021289,36,11,36,31,0,45.7148,47.8518
XLOC_021291,4,0,0,0,10,0.006161,0.0413946
XLOC_021292,16,4,22,14,0,28.2945,30.2225
XLOC_021293,0,0,0,0,0,0.0,0.0
XLOC_021294,30,10,34,24,6,4.15393,3.61221
XLOC_021295,13,5,12,4,32,0.0,0.0
XLOC_021296,12,5,21,15,0,37.431,35.1578
XLOC_021297,0,0,6,0,15,0.0182024,0.0305399
XLOC_021298,25,16,29,15,25,1.59283,1.12909
XLOC_021300,13,0,18,10,0,6.57905,6.78773
XLOC_021301,0,0,0,0,0,20.1574,21.5881
XLOC_021302,0,0,0,0,30,0.0,0.0
XLOC_021303,9,5,0,0,56,0.0,0.12139
XLOC_021305,24,9,24,18,3,3.51916,4.39685
XLOC_021306,24,9,24,18,3,0.409133,0.343726
XLOC_021307,24,9,24,18,3,0.751981,0.805316
XLOC_021308,20,7,20,15,0,4.7267,4.93661
XLOC_021309,18,4,17,18,0,0.605897,0.594751
XLOC_021310,22,0,27,17,0,14.6462,14.8756
XLOC_021311,0,3,0,0,10,0.0,0.0
XLOC_021312,5,0,0,0,10,0.0,0.0
XLOC_021313,4,7,0,0,7,0.0188296,0.0650656
XLOC_021314,11,5,10,31,0,0.948982,0.903633
XLOC_021315,16,4,18,20,0,64.2063,65.34
XLOC_021316,35,0,36,60,0,81.1292,81.3112
XLOC_021317,34,5,19,19,31,8.54891,8.91879
XLOC_021318,25,5,34,20,0,1231.18,1178.44
XLOC_021319,27,6,34,24,0,35.2035,37.7572
XLOC_021321,46,8,45,45,8,4.87841,4.41099
XLOC_021322,33,2,34,40,0,22.7646,23.2063
XLOC_021323,14,0,16,8,0,12.5461,13.0676
XLOC_021324,22,0,20,12,0,30.323,29.3542
XLOC_021325,22,0,20,12,0,29.6076,30.1786
XLOC_021326,16,4,19,18,0,12.4326,12.4083
XLOC_021327,20,9,21,24,2,6.49621,5.85042
XLOC_021328,43,6,35,45,0,2.10384,2.06412
XLOC_021329,43,6,35,45,0,0.512059,0.636496
XLOC_021330,10,0,8,0,53,0.424285,0.411975
XLOC_021331,0,0,0,0,0,10.8298,12.2126
XLOC_021332,27,10,27,37,0,137.103,134.636
XLOC_021333,19,4,24,18,0,20.7045,20.5034
XLOC_021335,0,0,0,0,0,0.0,0.0
XLOC_021336,0,3,0,0,5,0.0,0.0
XLOC_021337,0,3,0,0,5,0.0698833,0.105737
XLOC_021338,0,0,0,0,5,0.0,0.0
XLOC_021339,26,0,29,22,0,15.615,16.3089
XLOC_021340,29,10,28,26,0,12.3816,13.0955
XLOC_021341,15,5,21,14,0,10.9544,10.4196
XLOC_021342,22,0,18,13,0,7.24419,7.37452
XLOC_021343,40,4,34,30,0,2.2598,2.01673
XLOC_021344,9,0,7,0,0,69.2914,70.5214
XLOC_021345,36,7,31,20,0,115.716,114.975
XLOC_021346,36,7,31,20,0,2.0112,2.60516
XLOC_021347,12,0,26,10,0,54.7449,56.1929
XLOC_021348,55,0,49,62,0,38.7908,35.2992
XLOC_021349,60,24,52,63,0,26.0752,27.3557
XLOC_021351,8,11,8,0,49,0.0151472,0.0088838
XLOC_021352,26,3,27,19,0,7.88155,7.50702
XLOC_021354,19,7,22,18,4,47.6235,48.3705
XLOC_021355,4,0,12,2,13,0.0,0.0124777
XLOC_021356,41,5,46,39,0,24.9477,24.6277
XLOC_021357,6,0,3,0,7,1.59469,1.49233
XLOC_021358,19,4,21,14,0,6.60395,7.30712
XLOC_021359,19,4,21,14,0,35.1175,33.5656
XLOC_021360,19,0,19,20,0,9.84101,9.74857
XLOC_021361,19,0,19,20,0,72.9921,71.2908
XLOC_021365,0,10,0,0,12,0.808567,0.584407
XLOC_021366,0,0,0,0,3,0.0,0.0
XLOC_021367,12,0,12,6,0,3.21612,3.09228
XLOC_021368,12,0,12,6,0,0.027219,0.0154855
XLOC_021369,12,0,12,6,0,0.0561617,0.0157198
XLOC_021370,12,0,12,6,0,0.0289025,0.0166805
XLOC_021371,12,0,12,6,0,0.0,0.0
XLOC_021372,12,0,12,6,0,0.0506707,0.0576669
XLOC_021373,12,0,12,6,0,0.549006,0.882625
XLOC_021374,0,0,4,0,0,0.0127124,0.0292839
XLOC_021375,0,0,5,0,0,0.454218,0.431679
XLOC_021378,4,15,7,0,14,0.218334,0.0547275
XLOC_021381,12,0,12,3,0,4.99398,5.0544
XLOC_021382,12,0,12,3,0,0.0205246,0.0
XLOC_021383,25,7,27,23,0,2.87548,2.46653
XLOC_021384,18,0,16,12,0,11.8502,11.9573
XLOC_021385,14,0,14,13,0,11.104,10.0066
XLOC_021386,13,6,18,11,3,24.8679,26.814
XLOC_021388,68,13,61,69,0,2.98028,3.01041
XLOC_021389,18,3,25,17,0,6.74064,6.16828
XLOC_021390,0,0,0,0,10,0.0,0.0
XLOC_021391,8,0,21,7,0,0.0,0.0
XLOC_021392,18,0,29,23,0,1.83083,1.3193
XLOC_021393,12,5,31,15,0,11.0931,11.1337
XLOC_021394,12,5,31,15,0,0.0,0.0
XLOC_021395,13,5,15,12,0,19.4241,19.2601
XLOC_021396,5,0,3,0,8,0.0122253,0.0136941
XLOC_021397,0,0,0,0,0,0.428425,0.169791
XLOC_021398,0,0,0,0,0,0.0303503,0.0218383
XLOC_021399,0,0,0,0,0,0.0,0.0
XLOC_021400,0,0,0,0,0,0.0,0.0
XLOC_021401,0,0,0,0,0,0.0,0.0
XLOC_021402,0,0,0,0,0,0.0,0.0
XLOC_021403,6,0,11,3,0,0.0,0.0
XLOC_021404,18,0,19,15,0,10.4902,10.5962
XLOC_021405,10,0,10,0,12,0.0929902,0.133888
XLOC_021407,10,0,13,3,10,1.5047,1.59932
XLOC_021408,9,0,12,0,23,0.223349,0.198408
XLOC_021409,19,0,22,17,0,10.9823,10.9803
XLOC_021410,12,3,9,4,3,1.09135,1.18226
XLOC_021412,35,0,36,31,0,0.0,0.0564348
XLOC_021413,32,12,33,28,7,1.05603,0.851338
XLOC_021414,15,0,15,11,0,6.26074,5.62769
XLOC_021415,15,0,15,11,0,11.9154,11.7981
XLOC_021416,6,0,0,4,9,0.0,0.0
XLOC_021417,3,0,0,0,46,0.0,0.0
XLOC_021418,15,4,23,11,0,14.5686,13.0918
XLOC_021419,25,6,23,24,3,12.8027,12.7437
XLOC_021420,4,0,0,0,52,0.378116,0.321798
XLOC_021421,14,4,13,8,41,0.0104638,0.0
XLOC_021422,27,5,18,39,0,4.39025,4.27325
XLOC_021423,0,0,0,0,13,0.0,0.0298747
XLOC_021424,50,0,36,73,0,89.3986,86.455
XLOC_021425,21,0,15,19,0,0.137336,0.101089
XLOC_021426,5,0,0,14,0,50.3561,49.3152
XLOC_021427,0,0,0,0,0,4.88341,4.84208
XLOC_021428,28,0,33,25,0,97.6646,96.9597
XLOC_021429,0,0,0,0,5,0.0,0.0
XLOC_021430,20,0,22,14,0,13.8338,13.2424
XLOC_021431,19,0,22,15,0,5.06544,5.30623
XLOC_021432,28,9,31,22,0,3.86845,3.90461
XLOC_021433,10,0,6,14,0,42.9746,41.1868
XLOC_021434,44,0,47,49,0,0.899505,0.729236
XLOC_021435,44,0,47,49,0,19.1213,20.7704
XLOC_021436,30,0,29,21,0,12.6572,12.3858
XLOC_021437,0,0,0,0,4,0.0237032,0.00902969
XLOC_021438,0,0,0,0,0,0.0,0.0
XLOC_021440,0,0,0,0,0,0.0,0.0
XLOC_021441,16,0,19,17,0,0.0,0.0
XLOC_021442,16,11,17,12,3,11.3267,11.174
XLOC_021443,13,0,13,4,23,0.0122473,0.0142545
XLOC_021444,0,9,0,0,0,0.0,0.0
XLOC_021445,7,0,11,8,0,8.07033,7.88657
XLOC_021446,15,9,17,10,3,3.16447,2.9507
XLOC_021448,12,3,18,9,0,17.9889,18.9929
XLOC_021449,8,0,8,0,17,0.0,0.0235288
XLOC_021450,10,0,13,3,0,26.0248,26.4293
XLOC_021451,9,0,12,8,20,0.148869,0.0
XLOC_021452,33,0,40,14,0,60.9116,66.4399
XLOC_021455,7,8,12,0,17,0.0,0.0
XLOC_021456,0,0,0,0,0,0.0,0.0297918
XLOC_021457,0,0,0,0,0,0.0,0.0
XLOC_021458,25,0,27,21,0,140.312,143.185
XLOC_021459,30,4,39,30,0,15.91,16.4496
XLOC_021460,32,3,41,23,0,31.5704,31.0778
XLOC_021462,0,0,0,0,0,0.00392943,0.0
XLOC_021463,29,16,38,27,6,5.73124,5.5469
XLOC_021464,15,0,17,6,0,66.5434,70.0758
XLOC_021465,4,3,6,4,14,0.319678,0.472976
XLOC_021466,25,4,29,23,0,0.0,0.0
XLOC_021467,14,0,19,10,0,13.1318,12.5427
XLOC_021468,0,0,0,0,5,0.0,0.0
XLOC_021469,0,0,0,0,25,0.0,0.0
XLOC_021470,0,0,0,0,3,0.0,0.0
XLOC_021472,0,0,0,0,23,0.0,0.0
XLOC_021473,0,4,0,0,15,0.0147185,0.0166667
XLOC_021474,0,10,0,0,3,0.0,0.0294012
XLOC_021475,7,6,3,0,73,0.0,0.0
XLOC_021476,47,8,44,23,3,803.796,785.445
XLOC_021477,7,14,17,0,40,0.037977,0.0222452
XLOC_021478,7,0,10,0,0,0.158854,0.0
XLOC_021479,14,5,12,0,42,0.128067,0.12294
XLOC_021480,34,4,27,30,0,41.0142,42.3912
XLOC_021481,22,0,20,15,0,44.3701,40.1196
XLOC_021482,9,0,17,12,0,156.177,154.233
XLOC_021483,9,0,17,12,0,0.0,2.3813
XLOC_021484,27,7,30,22,3,2.29823,2.17497
XLOC_021485,9,0,11,7,0,5.08154,6.40071
XLOC_021489,42,0,54,43,0,11.2706,12.5824
XLOC_021490,13,0,11,49,0,0.0498451,0.0274889
XLOC_021491,0,0,0,0,5,0.0321666,0.0
XLOC_021493,0,7,0,0,23,0.0,0.0
XLOC_021494,18,7,20,18,0,34.1317,34.691
XLOC_021495,0,4,0,0,24,0.0,0.0472838
XLOC_021496,6,3,16,5,7,39.232,38.51
XLOC_021497,0,5,0,0,0,0.0,0.0196532
XLOC_021498,0,5,0,0,0,0.0361774,0.0
XLOC_021499,9,0,13,5,0,3.07149,3.29709
XLOC_021500,35,7,28,19,16,0.0658262,0.0947431
XLOC_021501,35,7,28,19,16,88.0255,85.0721
XLOC_021502,28,0,29,22,0,16.6281,15.7088
XLOC_021503,56,10,46,40,3,16.179,16.0952
XLOC_021504,4,4,6,0,73,0.0,0.0
XLOC_021505,28,0,19,9,33,8.90259,8.58532
XLOC_021506,19,23,19,0,61,0.017464,0.0
XLOC_021507,25,5,26,21,0,5.84167,5.63833
XLOC_021508,37,7,34,74,0,91.3823,86.8343
XLOC_021509,11,4,7,5,31,0.0806803,0.0831059
XLOC_021510,39,4,25,34,3,70.3858,64.291
XLOC_021511,25,0,4,20,4,3.46179,2.91732
XLOC_021512,27,0,13,38,0,0.0,0.0
XLOC_021513,26,23,13,14,30,10.6725,10.4455
XLOC_021514,26,23,13,14,30,6.01822,5.15457
XLOC_021515,11,0,15,10,0,160.211,160.873
XLOC_021516,26,10,19,15,0,9.16699,9.75494
XLOC_021519,0,7,0,0,0,0.0566849,0.0956616
XLOC_021520,10,7,12,0,71,0.043272,0.0677702
XLOC_021521,23,4,23,17,5,8.24029,8.45451
XLOC_021522,37,8,27,24,0,98.9403,96.3526
XLOC_021523,20,4,13,12,0,3.25845,3.23279
XLOC_021524,12,7,13,10,4,0.0924357,0.0418943
XLOC_021525,0,23,0,0,0,0.0,0.0
XLOC_021526,5,3,12,6,0,0.785863,0.999295
XLOC_021527,0,16,0,0,3,0.0192044,0.0857812
XLOC_021528,21,5,20,16,0,10.2388,10.8024
XLOC_021529,24,0,16,49,0,238.224,238.582
XLOC_021530,27,7,31,23,0,8.21964,8.41677
XLOC_021531,27,7,31,23,0,0.347481,0.425828
XLOC_021532,64,29,45,67,0,153.647,146.958
XLOC_021533,64,29,45,67,0,1.15204,0.274294
XLOC_021535,18,8,19,18,0,13.8586,13.3245
XLOC_021537,0,0,0,0,4,0.0,0.0
XLOC_021538,0,0,0,0,0,0.0,0.0
XLOC_021539,0,3,0,0,55,0.0148074,0.00833728
XLOC_021540,0,2,0,0,13,0.0,0.0
XLOC_021541,44,8,49,3,31,2.68841,0.26882
XLOC_021542,50,0,48,26,0,7.64859,7.53964
XLOC_021543,58,12,61,57,0,4.74704,4.9816
XLOC_021544,58,12,61,57,0,3.77036,3.1794
XLOC_021547,0,0,0,0,0,0.0,0.0
XLOC_021548,19,6,32,16,0,10.1682,8.97757
XLOC_021549,32,6,31,17,0,0.805096,0.842119
XLOC_021550,32,6,31,17,0,0.0,0.0
XLOC_021551,32,6,31,17,0,0.0,0.0314473
XLOC_021552,37,9,26,16,2,3.05949,3.26396
XLOC_021553,37,9,26,15,2,8.47793,8.35648
XLOC_021554,7,4,0,0,88,0.277901,0.130675
XLOC_021556,27,3,25,14,8,0.252595,0.216519
XLOC_021557,22,7,12,0,38,7.96651,8.75937
XLOC_021559,46,6,29,53,42,10.0025,10.2377
XLOC_021562,29,33,18,15,79,2.22872,2.37031
XLOC_021563,22,8,23,16,0,41.2146,40.7125
XLOC_021565,0,10,0,0,69,0.0,0.0
XLOC_021566,49,13,31,37,8,24.0243,22.9076
XLOC_021570,36,4,36,31,0,49.8071,49.065
XLOC_021571,0,13,0,0,80,0.0,0.0
XLOC_021575,0,11,0,0,34,0.0148117,0.0429685
XLOC_021580,27,5,26,19,0,0.384548,0.448444
XLOC_021582,20,4,19,13,0,23.8205,21.0991
XLOC_021583,27,11,32,21,6,26.1892,27.2233
XLOC_021586,19,7,19,5,12,0.0826366,0.0
XLOC_021587,18,7,19,5,12,8.05408,7.72091
XLOC_021588,0,7,0,0,26,0.0155516,0.0176514
XLOC_021589,0,3,0,0,0,0.0,0.0
XLOC_021590,0,3,0,0,0,0.0,0.0
XLOC_021591,32,7,34,25,0,7.22676,7.00824
XLOC_021592,19,0,16,15,0,13.6545,12.7862
XLOC_021593,27,0,30,23,0,0.0930758,0.059949
XLOC_021595,27,7,23,24,0,43.3082,43.6426
XLOC_021596,3,10,9,0,16,0.00734836,0.148571
XLOC_021599,0,0,0,0,0,0.00263626,0.00297128
XLOC_021600,18,3,25,17,0,15.7146,14.3755
XLOC_021601,0,0,0,0,3,0.0,0.0
XLOC_021602,28,7,29,19,0,13.9333,15.9374
XLOC_021603,9,9,13,0,24,0.113574,0.114581
XLOC_021604,20,9,28,12,23,4.64859,4.76848
XLOC_021605,0,0,0,0,8,0.114333,0.0741507
XLOC_021607,0,0,0,0,0,0.0,0.0
XLOC_021608,0,0,3,0,0,0.104732,0.0522447
XLOC_021609,0,0,0,0,0,0.0263781,0.0147258
XLOC_021610,0,0,0,0,0,0.0,0.0
XLOC_021613,24,0,33,26,0,11.8915,12.0426
XLOC_021614,13,4,13,0,29,0.0,0.0
XLOC_021615,36,9,41,40,4,64.9724,65.7576
XLOC_021616,28,5,34,52,0,20.6311,20.9424
XLOC_021617,23,4,26,21,0,58.1287,56.5828
XLOC_021619,0,0,0,0,5,0.0475073,0.0390588
XLOC_021620,0,0,0,0,0,0.0156562,0.0578835
XLOC_021621,23,4,23,23,3,12.6518,10.9819
XLOC_021622,0,0,0,0,0,0.73278,0.656395
XLOC_021623,0,0,0,0,0,0.292454,0.313917
XLOC_021624,13,0,14,12,0,0.411595,0.740985
XLOC_021625,13,0,14,12,0,12.0519,11.3717
XLOC_021626,0,5,0,0,3,0.0735366,0.126492
XLOC_021627,12,0,10,10,0,4.94061,5.05706
XLOC_021628,0,0,0,0,0,0.0,0.0
XLOC_021629,0,0,0,0,0,0.0987718,0.151148
XLOC_021630,2,0,3,0,3,0.0,0.0336404
XLOC_021631,26,0,28,21,0,2.98029,3.3301
XLOC_021632,26,0,28,21,0,0.0,0.0
XLOC_021633,31,3,31,32,0,24.0097,25.9013
XLOC_021634,0,0,0,0,0,0.19443,0.0510894
XLOC_021635,41,6,49,28,0,6.70068,7.35088
XLOC_021636,41,6,49,28,0,0.233901,0.256233
XLOC_021637,41,6,49,28,0,0.0664854,0.0735039
XLOC_021638,16,9,19,12,0,3.71382,3.65248
XLOC_021639,27,0,21,14,0,17.2133,18.1361
XLOC_021640,62,17,57,57,25,0.365597,0.358684
XLOC_021641,18,0,19,0,21,0.0,0.0
XLOC_021642,0,0,0,0,4,6.6255,7.30066
XLOC_021643,0,0,0,0,4,0.0,7705.88
XLOC_021647,33,5,36,38,0,9.73291,9.95684
XLOC_021648,0,0,0,0,0,0.0276603,0.0217044
XLOC_021649,13,0,9,0,0,2.44808,1.64956
XLOC_021650,13,0,9,0,0,3.15788,3.20092
XLOC_021651,12,0,12,9,0,5.34003,5.80675
XLOC_021652,20,6,31,20,4,21.7949,22.9198
XLOC_021653,32,0,34,24,0,322.11,305.794
XLOC_021654,32,0,34,24,0,0.0,0.0
XLOC_021655,0,0,0,0,0,0.00751281,0.00859431
XLOC_021656,0,0,0,0,0,1.57644,1.43394
XLOC_021657,4,0,0,0,12,0.0620266,0.0608756
XLOC_021658,14,4,15,7,15,2.24424,2.2515
XLOC_021659,0,0,0,0,0,1146.16,1186.51
XLOC_021661,36,0,45,38,0,3.20745,2.96729
XLOC_021662,36,0,45,38,0,0.957009,0.641447
XLOC_021663,18,0,22,23,0,145.657,146.231
XLOC_021664,9,0,0,0,0,0.0680929,0.0911372
XLOC_021665,18,4,20,18,0,6.31848,6.49199
XLOC_021666,11,0,20,15,0,3.1464,3.61585
XLOC_021667,21,5,25,21,0,57.1242,56.4119
XLOC_021668,25,3,27,24,0,3.65291,4.10214
XLOC_021669,5,0,6,0,15,0.0,0.0
XLOC_021670,14,7,22,12,0,0.103919,0.102061
XLOC_021671,0,0,0,0,0,0.0,0.0
XLOC_021672,0,5,4,0,5,0.0426991,0.109345
XLOC_021674,2,0,0,0,20,0.0,0.0
XLOC_021675,17,2,19,16,0,31.4353,31.6559
XLOC_021676,18,0,24,12,0,4.15212,3.92172
XLOC_021677,18,0,24,12,0,0.0,0.0
XLOC_021678,0,0,0,0,3,0.0,0.0
XLOC_021679,12,0,21,0,4,0.0,0.0
XLOC_021680,12,0,21,0,4,0.0,0.0
XLOC_021681,12,0,21,0,4,0.0,0.0
XLOC_021682,12,0,21,0,4,0.0,0.0
XLOC_021683,15,7,16,0,48,0.0,0.0
XLOC_021684,26,10,26,0,45,0.0410429,0.011102
XLOC_021685,19,0,28,16,0,10.7009,10.8657
XLOC_021686,19,0,28,16,0,13.2459,12.1762
XLOC_021687,19,0,28,16,0,0.135684,0.0920926
XLOC_021688,0,0,0,0,0,15.7976,16.7209
XLOC_021689,27,6,42,36,0,78.8657,78.1234
XLOC_021690,0,0,0,0,0,1.98381,2.03478
XLOC_021691,26,0,22,42,0,1.84594,1.77501
XLOC_021692,33,13,42,32,0,13.7025,14.282
XLOC_021693,0,0,0,0,0,0.0,0.0
XLOC_021696,24,0,22,31,0,7.37028,7.00982
XLOC_021697,3,0,0,0,0,3.23535,3.66354
XLOC_021698,20,6,22,15,0,27.0976,29.2166
XLOC_021699,15,5,19,11,2,7.72854,7.84176
XLOC_021700,19,0,28,20,0,13.7565,12.7553
XLOC_021701,21,0,31,21,0,27.2798,27.5584
XLOC_021702,21,5,23,18,0,21.088,19.9989
XLOC_021703,0,0,0,0,0,0.0,0.0407738
XLOC_021704,7,5,7,0,12,6.16881,6.30863
XLOC_021705,17,0,35,20,0,0.821348,0.959407
XLOC_021706,13,0,27,10,0,17.276,19.3813
XLOC_021707,13,0,27,10,0,6.6182,6.28043
XLOC_021708,13,0,27,10,0,6.2146,6.00518
XLOC_021709,33,8,46,40,0,0.0,0.0
XLOC_021710,33,8,46,40,0,0.177288,0.380722
XLOC_021711,0,0,0,0,0,0.0,0.0
XLOC_021714,23,0,20,25,0,5.15777,4.48
XLOC_021715,31,4,30,23,0,124.415,125.068
XLOC_021720,0,0,0,0,0,2.46095,2.36385
XLOC_021721,0,0,4,0,0,1.13365,0.657459
XLOC_021724,20,0,21,18,0,45.5854,46.3811
XLOC_021725,0,0,0,0,17,0.0,0.0
XLOC_021727,18,0,27,0,54,0.0742722,0.155871
XLOC_021728,21,0,24,15,0,13.1318,15.5747
XLOC_021729,50,11,56,45,0,24.8885,24.8471
XLOC_021730,51,11,56,48,0,18.9628,18.432
XLOC_021731,20,0,25,16,0,35.7241,36.9077
XLOC_021732,0,0,0,2,0,1.04931,1.23721
XLOC_021733,13,4,13,11,0,0.0584246,0.156406
XLOC_021734,21,0,33,16,0,10.4766,10.753
XLOC_021735,14,0,18,12,0,5.21684,6.38656
XLOC_021736,26,6,31,40,0,0.0675391,0.0573466
XLOC_021737,26,6,31,40,0,0.0785744,0.167661
XLOC_021738,21,3,24,15,0,6.05767,5.82909
XLOC_021739,21,3,24,15,0,0.0,0.0
XLOC_021740,6,8,11,0,34,17.1627,15.3502
XLOC_021741,0,5,0,0,49,0.0170874,0.0402143
XLOC_021742,0,0,0,0,15,194.251,199.588
XLOC_021743,22,0,27,18,0,26.8252,26.9125
XLOC_021744,18,0,25,20,0,1.18448,1.20718
XLOC_021745,0,0,0,0,0,10.0255,10.3731
XLOC_021746,33,5,34,50,0,36.1142,33.6915
XLOC_021747,36,9,46,36,0,3.58144,3.73464
XLOC_021748,36,9,46,36,0,0.580359,0.503733
XLOC_021749,43,9,48,31,0,7.15902,7.40445
XLOC_021751,9,4,16,7,0,8.4727,8.98184
XLOC_021752,28,9,37,43,0,18.8009,15.8314
XLOC_021755,21,5,29,20,0,7.88958,11.5875
XLOC_021756,13,0,15,0,29,0.0269707,0.0527036
XLOC_021757,22,3,26,22,0,37.4445,38.2746
XLOC_021758,22,3,26,22,0,2009.94,1838.16
XLOC_021759,22,0,26,28,0,2.05286,2.33532
XLOC_021760,22,0,26,28,0,0.17736,0.291143
XLOC_021761,22,0,26,28,0,0.225282,0.17812
XLOC_021762,18,5,23,12,0,397.601,403.5
XLOC_021763,25,3,28,20,0,0.28792,0.0538215
XLOC_021764,25,0,22,21,0,47.556,47.5569
XLOC_021765,25,0,22,21,0,0.0,0.0
XLOC_021766,7,0,9,2,11,0.21864,0.118538
XLOC_021767,15,6,13,2,29,0.0539679,0.114044
XLOC_021769,19,7,27,16,4,30.3364,30.8785
XLOC_021770,21,0,26,16,0,10.5708,10.5484
XLOC_021772,0,0,0,0,0,0.0,0.0
XLOC_021774,21,0,23,19,0,30.128,30.6852
XLOC_021775,22,3,27,19,0,4.8894,4.8598
XLOC_021776,17,0,21,16,0,14.6483,15.1903
XLOC_021778,40,4,54,38,0,9.52039,9.36593
XLOC_021781,13,3,15,12,0,2.95128,6.07929
XLOC_021782,13,3,15,12,0,0.0,0.0
XLOC_021783,17,0,22,12,0,0.631495,0.388872
XLOC_021784,17,0,22,12,0,0.277533,0.251415
XLOC_021785,17,0,26,13,0,26.8146,26.3514
XLOC_021786,11,0,6,8,0,0.0,0.0
XLOC_021787,11,0,6,8,0,0.114256,0.0
XLOC_021788,0,0,0,0,4,72.2075,70.6521
XLOC_021789,35,10,53,40,0,33.6756,34.5278
XLOC_021790,0,0,0,0,0,0.012278,0.0
XLOC_021791,0,0,0,0,0,14.4098,15.2804
XLOC_021792,0,0,0,0,3,0.0,0.0
XLOC_021793,0,0,0,0,3,12.7604,10.7092
XLOC_021794,35,4,44,26,0,0.402087,0.486238
XLOC_021795,26,6,32,23,0,14.0131,14.7295
XLOC_021797,0,0,0,0,15,0.055927,0.0307482
XLOC_021798,13,0,18,9,0,8.37055,9.05167
XLOC_021799,0,0,0,0,0,0.0485279,0.0702425
XLOC_021802,22,0,26,24,0,2.06488,2.77625
XLOC_021803,8,0,16,6,0,2.95514,3.74346
XLOC_021804,9,0,17,0,40,0.0112561,0.00867398
XLOC_021805,29,9,33,25,3,3.84611,3.41583
XLOC_021806,19,3,24,17,0,0.511169,0.527896
XLOC_021807,24,0,30,23,0,27.684,27.6655
XLOC_021808,13,5,18,7,0,0.0684481,0.0754097
XLOC_021809,19,3,24,19,0,35.7755,35.1004
XLOC_021810,0,0,0,0,0,32.6241,30.0493
XLOC_021811,9,11,13,0,19,0.792368,0.81267
XLOC_021812,27,0,21,12,0,39.2797,37.5889
XLOC_021813,13,3,15,12,7,5.46965,5.87695
XLOC_021814,13,3,15,12,7,0.0,0.0169899
XLOC_021815,9,5,7,0,21,1.10146,1.45461
XLOC_021816,14,0,19,11,0,16.9249,16.6926
XLOC_021817,9,6,14,6,5,2.19107,1.97702
XLOC_021818,23,4,41,21,0,5.87561,5.67838
XLOC_021819,30,0,28,14,0,78.4003,75.5651
XLOC_021820,15,0,18,8,17,21.1288,22.4665
XLOC_021821,33,8,45,37,4,4.549,4.83159
XLOC_021822,8,3,14,9,0,5.69351,7.97635
XLOC_021823,20,0,22,9,0,6.328,6.85984
XLOC_021824,9,6,10,0,23,0.13315,0.157963
XLOC_021825,30,5,35,33,0,34.49,33.4786
XLOC_021826,21,11,25,0,56,0.076349,0.0248297
XLOC_021827,22,4,26,14,0,5.43982,6.13759
XLOC_021828,0,4,20,8,5,0.109414,0.182968
XLOC_021829,27,4,29,22,0,45.7714,45.5876
XLOC_021830,20,3,28,16,0,1.83406,1.76579
XLOC_021831,12,0,12,8,0,5.13061,4.2144
XLOC_021833,30,10,34,24,6,7.89117,4.69718
XLOC_021834,0,0,0,0,0,0.0671403,0.0717023
XLOC_021835,0,0,6,0,15,0.00669868,0.0
XLOC_021837,13,0,18,10,0,356.985,365.178
XLOC_021838,38,0,38,34,0,7.24983,7.2807
XLOC_021839,26,0,30,21,0,11.6972,12.5466
XLOC_021840,12,0,12,0,20,0.693186,0.689929
XLOC_021841,24,9,24,18,3,20.1384,20.672
XLOC_021842,24,9,24,18,3,0.0,0.0
XLOC_021843,24,9,24,18,3,0.583561,0.613068
XLOC_021844,24,9,24,18,3,0.0913191,0.109061
XLOC_021845,24,9,24,18,3,0.135684,0.122944
XLOC_021847,34,7,28,30,0,3.48165,3.5673
XLOC_021848,22,0,27,17,0,0.0,0.0
XLOC_021849,22,0,27,17,0,0.348339,0.306946
XLOC_021850,22,0,27,17,0,0.107524,0.417874
XLOC_021851,8,0,15,5,0,5.00721,4.72711
XLOC_021852,4,7,0,0,7,17.3449,17.1111
XLOC_021853,34,11,26,48,0,11.0785,10.8871
XLOC_021854,16,4,18,20,0,0.192688,0.110444
XLOC_021855,16,4,18,20,0,16.8498,17.5717
XLOC_021856,21,0,29,36,0,24.6134,25.6699
XLOC_021857,4,14,4,0,28,1.03251,1.51601
XLOC_021858,4,14,4,0,28,0.0,0.0
XLOC_021859,24,0,26,35,0,56.1248,57.538
XLOC_021860,54,9,41,58,0,135.592,136.856
XLOC_021861,25,7,33,20,0,110.162,106.767
XLOC_021862,25,5,34,20,0,69.4026,70.2801
XLOC_021863,27,6,34,24,0,1.12477,0.803038
XLOC_021864,29,0,32,29,0,22.4915,23.9794
XLOC_021865,33,2,34,40,0,15.7843,15.1105
XLOC_021866,20,9,21,24,2,0.094123,0.0
XLOC_021867,43,6,35,45,0,16.4012,16.4106
XLOC_021868,43,6,35,45,0,72.2034,73.9431
XLOC_021869,0,0,0,0,57,0.0,0.0
XLOC_021870,0,0,0,0,20,0.0,0.0
XLOC_021871,7,0,0,0,35,0.0,0.0
XLOC_021872,0,0,0,0,34,0.0231124,0.0
XLOC_021874,3,0,0,0,11,0.0,0.0
XLOC_021875,0,0,0,0,0,0.981887,1.54097
