item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max
H3K27me3-H3K4me3,0.4871,0.5037,0.6615,60.82,78.0225,79.12,0.5,0.7685,0.78,0.5002,0.5083,0.6395,60.82,77.6766,78.64,0.5,0.7681,0.78
H3K9ac-H3K9me3,0.4935,0.5086,0.6499,60.68,77.8168,78.71,0.5,0.7705,0.78,0.5021,0.5087,0.6181,60.82,77.7739,78.54,0.5,0.7741,0.78
H3K9me3-H3K9ac,0.4954,0.5111,0.6695,60.04,77.6372,78.63,0.5,0.7689,0.78,0.5017,0.5099,0.6437,60.82,77.561,78.58,0.5,0.7711,0.78
H3K9ac-H3K27ac,0.4821,0.4997,0.6609,60.82,78.1505,79.2,0.5,0.7731,0.79,0.4953,0.5029,0.6353,60.82,77.9864,78.72,0.5,0.7744,0.78
H3K27ac-H3K9ac,0.479,0.498,0.6517,60.58,78.2551,79.24,0.5,0.7744,0.79,0.4956,0.5029,0.6107,60.82,77.9335,78.58,0.5,0.7744,0.78
H3K9ac-H3K27me3,0.4902,0.5065,0.6691,60.64,77.9562,78.94,0.5,0.7705,0.78,0.4977,0.5056,0.6481,60.82,77.9012,78.74,0.5,0.7718,0.78
H3K27me3-H3K9ac,0.4878,0.5078,0.6677,60.82,77.733,79.02,0.5,0.7669,0.78,0.4977,0.5076,0.6543,60.82,77.6988,78.76,0.5,0.7699,0.78
H3K9me3-H3K27ac,0.4984,0.5191,0.6727,60.4,76.671,77.86,0.5,0.7654,0.78,0.5127,0.5238,0.6518,60.82,76.2065,77.19,0.5,0.7665,0.78
H3K27ac-H3K9me3,0.5005,0.5204,0.6725,59.93,76.6245,77.86,0.5,0.7655,0.78,0.513,0.5244,0.6512,60.82,76.1821,77.24,0.5,0.7663,0.78
H3K9me3-H3K27me3,0.6442,0.6564,0.6798,60.68,63.008,65.24,0.5,0.5314,0.56,0.6467,0.6572,0.6719,60.82,62.8437,64.77,0.5,0.5288,0.56
H3K27me3-H3K9me3,0.6429,0.6548,0.6912,52.18,63.2425,65.32,0.5,0.5363,0.57,0.646,0.6558,0.6771,60.82,63.0652,64.86,0.5,0.5329,0.56
H3K27ac-H3K27me3,0.4954,0.5156,0.6735,60.82,76.6689,77.96,0.5,0.7656,0.78,0.5098,0.5205,0.6586,60.82,76.2953,77.21,0.5,0.7674,0.78
H3K27me3-H3K27ac,0.4972,0.5164,0.6694,60.82,76.7287,77.89,0.5,0.7666,0.78,0.5102,0.521,0.6546,60.82,76.2783,77.25,0.5,0.7675,0.78
H3K4me3-H3K9ac-H3K9me3,0.4825,0.4984,0.6435,60.78,78.4007,79.27,0.5,0.7738,0.78,0.4993,0.5046,0.6017,60.82,78.0624,78.54,0.5,0.7766,0.78
H3K4me3-H3K9me3-H3K9ac,0.4821,0.4988,0.6545,60.71,78.3351,79.23,0.5,0.7729,0.78,0.4991,0.5047,0.6212,60.82,77.8493,78.51,0.5,0.773,0.78
H3K9ac-H3K4me3-H3K9me3,0.485,0.5013,0.6619,60.82,78.1593,79.15,0.5,0.7708,0.78,0.4991,0.5059,0.6345,60.82,77.8613,78.5,0.5,0.7737,0.78
H3K9ac-H3K9me3-H3K4me3,0.4834,0.5008,0.6552,60.81,78.1963,79.16,0.5,0.7711,0.78,0.4992,0.5059,0.6237,60.82,77.8705,78.51,0.5,0.7737,0.78
H3K9me3-H3K4me3-H3K9ac,0.4837,0.5023,0.6729,60.33,77.9809,79.04,0.5,0.769,0.78,0.4986,0.5062,0.6534,60.82,77.6981,78.54,0.5,0.7711,0.78
H3K9me3-H3K9ac-H3K4me3,0.4834,0.5003,0.6588,60.81,78.1667,79.13,0.5,0.7718,0.78,0.4991,0.5053,0.6265,60.82,77.8622,78.57,0.5,0.7739,0.78
H3K4me3-H3K9ac-H3K27ac,0.4728,0.4953,0.6516,60.45,78.3902,79.63,0.5,0.7747,0.79,0.495,0.5034,0.6119,60.82,78.0894,78.99,0.5,0.7742,0.78
H3K4me3-H3K27ac-H3K9ac,0.4736,0.4923,0.6467,61.18,78.6666,79.62,0.52,0.7774,0.79,0.4946,0.5003,0.6014,60.82,78.4175,79.03,0.5,0.777,0.78
H3K9ac-H3K4me3-H3K27ac,0.4713,0.4921,0.637,60.82,78.6621,79.73,0.5,0.7768,0.79,0.4944,0.5004,0.5985,60.82,78.2176,78.91,0.5,0.7743,0.78
H3K9ac-H3K27ac-H3K4me3,0.4726,0.4943,0.6573,60.81,78.4205,79.79,0.5,0.7736,0.79,0.4944,0.5024,0.628,60.82,78.0024,78.96,0.5,0.7715,0.78
H3K27ac-H3K4me3-H3K9ac,0.4725,0.4929,0.6407,60.81,78.6134,79.7,0.5,0.7766,0.79,0.4949,0.5012,0.6015,60.82,78.1725,78.89,0.5,0.7744,0.78
H3K27ac-H3K9ac-H3K4me3,0.4726,0.4956,0.6443,60.82,78.3843,79.73,0.5,0.7732,0.79,0.4957,0.5037,0.611,60.82,78.054,78.83,0.5,0.7739,0.78
H3K4me3-H3K9ac-H3K27me3,0.4764,0.4973,0.6689,60.82,78.287,79.54,0.5,0.7715,0.79,0.4957,0.5039,0.64,60.82,77.9181,78.65,0.5,0.7732,0.78
H3K4me3-H3K27me3-H3K9ac,0.4749,0.4941,0.6425,60.82,78.5089,79.5,0.5,0.7739,0.79,0.4956,0.5015,0.5989,60.82,78.2224,78.76,0.5,0.7764,0.78
H3K9ac-H3K4me3-H3K27me3,0.4776,0.499,0.6557,59.9,78.2699,79.27,0.5,0.7718,0.78,0.4961,0.5047,0.6165,60.82,77.9195,78.64,0.5,0.7737,0.78
H3K9ac-H3K27me3-H3K4me3,0.4792,0.4985,0.6729,60.74,78.3608,79.36,0.5,0.7729,0.78,0.4949,0.5032,0.6298,60.82,77.9623,78.57,0.5,0.7739,0.78
H3K27me3-H3K4me3-H3K9ac,0.4768,0.4997,0.658,60.82,78.1319,79.4,0.5,0.7685,0.79,0.4954,0.5056,0.6291,60.82,77.7094,78.6,0.5,0.7697,0.78
H3K27me3-H3K9ac-H3K4me3,0.4765,0.4966,0.6534,60.26,78.44,79.52,0.5,0.774,0.79,0.4957,0.5028,0.6151,60.82,77.9679,78.61,0.5,0.7739,0.78
H3K4me3-H3K9me3-H3K27ac,0.4769,0.4965,0.6596,60.43,78.4058,79.75,0.5,0.7741,0.79,0.4952,0.5025,0.6279,60.82,78.0406,78.72,0.5,0.7739,0.78
H3K4me3-H3K27ac-H3K9me3,0.477,0.4969,0.6648,60.37,78.3274,79.73,0.5,0.7741,0.79,0.4955,0.5038,0.6403,60.82,77.8351,78.65,0.5,0.7715,0.78
H3K9me3-H3K4me3-H3K27ac,0.4747,0.4933,0.6377,60.82,78.5758,79.65,0.5,0.7763,0.79,0.4949,0.5012,0.597,60.82,78.2551,78.7,0.5,0.7768,0.78
H3K9me3-H3K27ac-H3K4me3,0.4772,0.4966,0.6506,60.82,78.3321,79.52,0.5,0.7744,0.79,0.4959,0.5033,0.6187,60.82,78.058,78.73,0.5,0.7742,0.78
H3K27ac-H3K4me3-H3K9me3,0.4793,0.5011,0.6692,60.82,78.0987,79.44,0.5,0.7714,0.79,0.4961,0.5062,0.6378,60.82,77.7926,78.66,0.5,0.7714,0.78
H3K27ac-H3K9me3-H3K4me3,0.4776,0.4977,0.6537,60.82,78.2912,79.61,0.5,0.7727,0.79,0.4954,0.5037,0.6247,60.82,77.9893,78.66,0.5,0.7733,0.78
H3K4me3-H3K9me3-H3K27me3,0.4893,0.5054,0.6664,60.82,78.0111,79.11,0.5,0.7688,0.78,0.5008,0.5095,0.6383,60.82,77.6151,78.65,0.5,0.7652,0.78
