item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max
H3K9ac-H3K9me3-H3K27me3-H3K4me3-H3K27ac,0.4665,0.4885,0.6435,60.82,78.7964,80.09,0.5,0.7782,0.79,0.4917,0.4978,0.6046,60.82,78.4351,79.19,0.5,0.7757,0.79
H3K9ac-H3K9me3-H3K27me3-H3K27ac-H3K4me3,0.4714,0.4947,0.6732,59.74,78.4042,79.94,0.5,0.7745,0.79,0.4911,0.5013,0.6472,60.82,78.0207,79.06,0.5,0.7714,0.79
H3K9ac-H3K27ac-H3K4me3-H3K9me3-H3K27me3,0.4698,0.4945,0.6545,60.81,78.5781,79.85,0.5,0.7758,0.79,0.4929,0.5021,0.6094,60.82,78.1529,78.96,0.5,0.7737,0.78
H3K9ac-H3K27ac-H3K4me3-H3K27me3-H3K9me3,0.469,0.4936,0.6594,60.82,78.412,79.92,0.5,0.773,0.79,0.4912,0.5006,0.6361,60.82,78.1422,79.19,0.5,0.7716,0.79
H3K9ac-H3K27ac-H3K9me3-H3K4me3-H3K27me3,0.4689,0.4927,0.6506,60.75,78.5298,79.9,0.5,0.7756,0.79,0.4919,0.5007,0.6152,60.82,78.2459,79.16,0.5,0.7744,0.79
H3K9ac-H3K27ac-H3K9me3-H3K27me3-H3K4me3,0.4696,0.4946,0.6744,59.72,78.406,79.92,0.5,0.7747,0.79,0.4915,0.5011,0.6442,60.82,78.1312,79.16,0.5,0.7717,0.79
H3K9ac-H3K27ac-H3K27me3-H3K4me3-H3K9me3,0.4722,0.4989,0.6842,56.79,78.169,79.78,0.5,0.7714,0.79,0.4917,0.504,0.6551,60.82,77.7983,78.99,0.5,0.7683,0.78
H3K9ac-H3K27ac-H3K27me3-H3K9me3-H3K4me3,0.4712,0.4962,0.6605,60.72,78.3655,79.82,0.5,0.7731,0.79,0.4918,0.5023,0.6316,60.82,78.0173,78.98,0.5,0.7715,0.78
H3K9ac-H3K27me3-H3K4me3-H3K9me3-H3K27ac,0.4699,0.4948,0.6677,60.68,78.3619,79.92,0.5,0.7728,0.79,0.4918,0.5015,0.6419,60.82,78.0314,79.11,0.5,0.7711,0.78
H3K9ac-H3K27me3-H3K4me3-H3K27ac-H3K9me3,0.471,0.4933,0.6562,60.82,78.4955,79.88,0.5,0.774,0.79,0.4916,0.5002,0.6255,60.82,78.126,79.04,0.5,0.7717,0.78
H3K9ac-H3K27me3-H3K9me3-H3K4me3-H3K27ac,0.4678,0.4943,0.6614,60.68,78.4573,79.88,0.5,0.7736,0.79,0.4916,0.5014,0.6324,60.82,78.1107,79.1,0.5,0.7716,0.79
